author1_last_name,author1_first_name,author2_last_name,author2_first_name,editor1_last_name,editor1_first_name,title,original_date_of_publication,second_or_later_date_of_publication,volume,publisher,publisher_location,number_of_pages,dictation,name_of_transcriber,translation,name_of_translator,summary,occupations,date_of_birth,date_of_death,place_of_birth,other_places_lived
Vauclain,Samuel Matthews,May,Earl Chapin,N/A,N/A,Steaming up.,1930,1973,N/A,Golden West Books,"San Marino, California",320 p.,N/A,N/A,N/A,N/A,This reprint of the 1930 edition describes Vauclain's career with the Pennsylvania Railroad and the Baldwin Locomotive Works.,N/A,1856,1940,N/A,N/A
Vaughan,Stuart,N/A,N/A,N/A,N/A,A possible theatre; the experiences of a pioneer director in America's resident theatre.,N/A,1969,N/A,McGraw-Hill Book Co.,New York,255 p.,N/A,N/A,N/A,N/A,"Written to present ""a case history of a creative person working at an important transitional time in one of the performing arts,"" this book tells of the author's involvement with three pioneering resident theater companies, The New York Shakespeare Festival, the Phoenix Theatre, and the Seattle Repertory Theatre.",Director,1925,N/A,N/A,N/A
Vaught,John Howard,N/A,N/A,N/A,N/A,Rebel coach: my football family.,N/A,1971,N/A,Memphis State University Press,Memphis,203 p.,N/A,N/A,N/A,N/A,"College football coach Vaught turned the losing University of Mississippi team into a winning football fiefdom. From 1949 until 1971 when he was forced out by ill health, he built a team with an impressive record including six Southeastern Championships and eighteen Bowl games.",Football Coach,1909,N/A,N/A,N/A
Vaus,James Arthur,Maxey,Julie,N/A,N/A,Devil loves a shining mark: the story of my life.,N/A,1974,N/A,Word Books,"Waco, Texas",157 p.,N/A,N/A,N/A,N/A,"Reformed criminal and ex-con Vaus quit the syndicate to work with Hell Gate area street gangs. He established Youth Development, Inc., and helped troubled kids through youth camps, schools, a ranch for runaways, a mountaineering program, and his own understanding of and compassion for their problems.",N/A,1918,N/A,N/A,N/A
Veeck,William,Linn,Ed,N/A,N/A,Veeck — as in wreck.,N/A,1962,N/A,G.P. Putnam's Sons,New York,380 p.,N/A,N/A,N/A,N/A,"Although his leg was amputated as a result of a World War II injury, he led an intensely active life as a baseball executive. His book is full of anecdotes about his executive enterprise and famous baseball characters.",Baseball Executive,1914,N/A,N/A,N/A
Veevers-Carter,Wendy,N/A,N/A,N/A,N/A,Island home.,N/A,1970,N/A,Random House,New York,345 p.,N/A,N/A,N/A,N/A,"Living on a 62-acre island, Remire, in the Seychelles in the Western Indian Ocean was both adventuresome and hard work for the author and her family. They depended on fishing, copra production, and other agricultural activities for their livelihood, learning by necessity to become self-sufficient.",N/A,N/A,N/A,N/A,N/A
Velazquez,Loreta Janeta,Buford,Harry T.,Worthington,C.J.,"Woman in battle; a narrative of the exploits, adventures, and travels of Madame Loreta Janeta Velazquez otherwise known as Lt. Harry T. Buford, Confederate States Army.",1876,1972,N/A,Arno Press,New York,606 p.,N/A,N/A,N/A,N/A,"During the Civil War she served the Confederacy as an officer and spy, disguised as a man. Afterwards she kept adventure in her life by traveling widely, working as a secret agent, broker, and a Western miner, among other things.",N/A,1842,N/A,N/A,N/A
Ventresca,Francesco,N/A,N/A,Teigan,Martin J.,"Personal reminiscences: celebrating sixty years in America (1891-1951), fifty-five years a teacher of foreign languages.",N/A,1951,N/A,the author,"Chicago, Illinois",340 p.,N/A,N/A,N/A,N/A,"Ventresca, a teacher of Italian, Latin, and other foreign languages in Chicago area high schools, 1896-1960, writes of his childhood in Abruzzi, Italy, and of his immigration to Chicago, his education at Northern Indiana Normal School and the University of Chicago, and his teaching career.",Teacher,N/A,N/A,N/A,N/A
Venturi,Kenneth,Fraley,Oscar,N/A,N/A,Comeback: the Ken Venturi story.,N/A,1966,N/A,"Duell, Sloan and Pearce",New York,184 p.,N/A,N/A,N/A,N/A,The story of a golf champion who after winning the National Open in 1964 contracted a rare disease of the hands which nearly ended his career. An operation at the Mayo Clinic corrected the condition and enabled Venturi to make a spectacular comeback.,Golf Champion,1931,N/A,N/A,N/A
Vidal,Gore,N/A,N/A,Stanton,Robert J.,Views from a window: conversations with Gore Vidal.,N/A,1980,N/A,Lyle Stuart,New York,319 p.,N/A,N/A,N/A,N/A,"A collection of interviews in which the author discusses his life, interests, and work as well as America's values and politics.",N/A,1925,N/A,N/A,N/A
Vidor,King Wallis,N/A,N/A,N/A,N/A,A tree is a tree.,1952,1977,N/A,"Garland Publishing, Inc.",New York,315 p.,N/A,N/A,N/A,N/A,"Vidor's good-humored, fast-paced account of his career as a film director spans the first six decades of the twentieth century, in the medium he wisely labels ""the Grand Illusion."" He began with primitive films made in open air and switched to silent films made on sets, including some of his masterpieces, The Big Parade, La Boheme, and The Crowd.",Film Director,1895,N/A,N/A,N/A
Vining,Elizabeth Janet,N/A,N/A,N/A,N/A,seventy: the measure of a year.,N/A,1978,N/A,The Viking Press,New York,194 p.,YES,Margueritte Harmon Bro.,N/A,N/A,"In this journal of her seventieth year, Vining exhibits little nostalgia for the past, commenting instead on contemporary progress.","Novelist, Authority on Japan",1902,N/A,N/A,N/A
Vining,Elizabeth Janet,N/A,N/A,N/A,N/A,Windows for the crown prince.,1952,N/A,N/A,J.B. Lippincott Co.,Philadelphia,320 p.,N/A,N/A,N/A,N/A,A chronicle of four years in Japan (1946-1950) where she was appointed English tutor for Crown Prince Akihito.,N/A,1902,N/A,N/A,N/A
Vinton,Bobby,Burger,Robert E.,N/A,N/A,Polish prince.,1978,N/A,N/A,M. Evans,New York,189 p.,N/A,N/A,N/A,N/A,Ethnic pride prevails in Vinton's story of his rise from small-town musician and band leader to Las Vegas headliner and gold-record-selling singer. He considers a song he wrote with lyrics in Polish as the apex of his career and as a rallying point for people of Polish heritage.,"Singer, Musician",1941,N/A,N/A,N/A
Vitkauskas,Arejas,N/A,N/A,N/A,N/A,An immigrant's story.,N/A,1956,N/A,Philosophical Library,New York,192 p.,N/A,N/A,N/A,N/A,"In 1933 he immigrated to the United States from Lithuania. His book tells of his youth in Lithuania, then of his experience as an American factory worker. The latter is based on his diary, which makes sharp contrasts between Lithuanian and American life styles and between the American dream and the realities of working life.",Factory Worker,N/A,N/A,Lithuania,N/A
Walker,Stanley,N/A,N/A,N/A,N/A,Home to Texas.,1956,N/A,N/A,Harper and Brothers,New York,307 p.,N/A,N/A,N/A,N/A,"After 26 years as a journalist in New York, he returned to the Texas ranch where he grew up. Here he writes of his youth in Texas, his career, and, philosophically, about his return to the land.",journalist,1898,1962,N/A,N/A
Wallace,Cornelia Folsom,N/A,N/A,N/A,N/A,'C'nelia.,1976,N/A,N/A,A.J. Holman Co.,Philadelphia,240 p.,N/A,N/A,N/A,N/A,"Cornelia Wallace's memories of childhood and growing up, her occupations— pianist, country singer, composer, actress, and her life as second wife of Governor George Wallace of Georgia including his near-assassination, paralysis, and adjustment.","pianist, country singer, composer, actress",1939,N/A,N/A,N/A
Wallace,Elizabeth,N/A,N/A,N/A,N/A,The unending journey.,1952,N/A,N/A,The University of Minnesota Press,Minneapolis,286 p.,N/A,N/A,N/A,N/A,"A remarkable narrative of her childhood, her education at Wellesley, her career as a professor of French at the University of Chicago, her friendship with Mark Twain, and her reactions to two World Wars during her own old age.",professor of French,1866,1960,N/A,N/A
Wallace,George Corley,N/A,N/A,N/A,N/A,Stand up for America.,1976,N/A,N/A,"Doubleday & Co., Inc.","Garden City, New York",183 p.,N/A,N/A,N/A,N/A,"A lawyer, Alabama governor, and conservative candidate for U.S. President tells his life story (up from rural poverty to the governor's mansion) and articulates his social and political philosophy. He speaks candidly but without rancor about the assassination attempt that left him paralyzed from the waist down.","lawyer, governor",1919,N/A,N/A,N/A
Wallace,"George Corley, Jr.",Gregory,James,Wallace,George C.,The Wallaces of Alabama: my family.,1975,N/A,N/A,Follett Publishing Co.,Chicago,256 p.,YES,James Gregory,N/A,N/A,"The son of Governor George Wallace and Governor Lurleen Wallace tells about his parents' lives, political activities, and the well-publicized events that affected their family.",N/A,1951,N/A,N/A,N/A
Wallace,George J.,N/A,N/A,N/A,N/A,My world of birds: memoirs of an ornithologist.,1979,N/A,N/A,Dorrance,Philadelphia,345 p.,N/A,N/A,N/A,N/A,"Wallace's fascination with birds is evident from annual lists he made as a teenager in Vermont to his round-the-world explorations in search of exotic species. He describes his studies and years as a professor at Michigan State, and his various roles related to wildlife and birds.","ornithologist, professor",1907,N/A,N/A,N/A
Wallace,Henry Agard,N/A,N/A,Blum,John Morton,"Price of vision: the diary of Henry A. Wallace, 1942-1946.",1973,N/A,N/A,Houghton Mifflin Co.,Boston,707 p.,N/A,N/A,N/A,N/A,"A diary revealing the struggle for authority during his chairmanship of the Board of Economic Welfare, wartime services to the country, and his goals for a postwar economy.",politician,1888,1965,N/A,N/A
Wallace,Irving,N/A,N/A,N/A,N/A,The writing of one novel.,1968,N/A,N/A,Simon and Schuster,New York,250 p.,N/A,N/A,N/A,N/A,"A highly detailed account of the conception, gestation, and birth of Irving Wallace's novel, 'The Prize', detailing his writing process, research, and the behind-the-scenes activities.",author,1916,N/A,N/A,N/A
Wallack,John Lester,N/A,N/A,Hutton,Laurence,Memories of fifty years.,1889,1969,N/A,Benjamin Blom,New York,232 p.,N/A,N/A,N/A,N/A,"Wallack, a member of one of the leading theatrical families, recounts his experiences on stage and his roles in various productions, along with a biographical sketch.","actor, producer",1820,1888,N/A,N/A
Waln,Nora,N/A,N/A,N/A,N/A,Reaching for the stars.,1939,N/A,N/A,"Little, Brown & Co.",Boston,380 p.,N/A,N/A,N/A,N/A,From 1934 to 1939 the author and her husband lived in Nazi Germany where they befriended many in the cultured intelligentsia and witnessed the growing Nazi menace.,N/A,1895,N/A,N/A,N/A
Walsh,James Edward,N/A,N/A,Sheridan,Robert E.,Zeal for your house.,1976,N/A,N/A,"Our Sunday Visitor, Inc.","Huntington, Indiana",233 p.,N/A,N/A,N/A,N/A,"This book is a collection of sermons and speeches by Bishop Walsh over a quarter of a century, detailing his work in the Catholic Foreign Mission Society of America.",Bishop,1891,N/A,N/A,N/A
Walsh,Raoul,N/A,N/A,N/A,N/A,Each man in his time: the life story of a director.,1974,N/A,N/A,"Farrar, Straus, and Giroux",New York,385 p.,N/A,N/A,N/A,N/A,"Starting as a cowboy-turned-actor in New York, Walsh became a director and reflects on Hollywood's birth, golden era, and decline in this anecdotal account.","director, actor",1892,N/A,N/A,N/A
Walter,Danton Maclntyre,N/A,N/A,N/A,N/A,Danton's Inferno: the story of a columnist and how he grew.,1955,N/A,N/A,Hastings House,New York,512 p.,N/A,N/A,N/A,N/A,Broadway columnist Walter tells a humorous account of his life filled with anecdotes about famous and infamous individuals he encountered.,"columnist, actor",1899,N/A,N/A,N/A
Walther,Carl Ferdinand Wilhelm,N/A,N/A,Meyer,Carl S.,Letters of C.F.W. Walther: a selection.,1969,N/A,N/A,Fortress Press,Philadelphia,155 p.,N/A,N/A,YES,Carl S. Meyer,"A Missouri Lutheran minister discusses theology and doctrine in his letters, warning against the evils of Catholicism and pietism.",minister,1811,1887,N/A,N/A
Washington,George,N/A,N/A,Donovan,Frank,The George Washington Papers.,1964,N/A,N/A,"Dodd, Mead & Co.",New York,310 p.,N/A,N/A,N/A,N/A,"An eloquent, abridged selection (with modernized spelling) from Washington's diaries, letters, addresses, and other papers arranged to represent various aspects of his life: surveyor, soldier, commander-in-chief, 'peaceful squire.'","Surveyor, Soldier, Commander-in-chief",1732,1799,N/A,N/A
Wasson,David Atwood,N/A,N/A,Foster,Charles H.,Beyond Concord: selected writings of David Atwood Wasson.,1965,N/A,N/A,Indiana University Press,Bloomington,334 p.,N/A,N/A,N/A,N/A,"A provocative thinker, Wasson was both like and unlike his contemporaries in New England intellectual history, with writings reflecting standard transcendental teachings and avant-garde attitudes.","Philosopher, Writer",1823,1887,N/A,N/A
Watchorn,Robert,N/A,N/A,West,Herbert Faulkner,The autobiography of Robert Watchorn.,1958,N/A,N/A,"The Robert Watchorn Charities, Ltd.",Oklahoma City,218 p.,N/A,N/A,N/A,N/A,"Chronicles Watchorn's diverse life, including experiences as a miner, union organizer, immigration officer, and philanthropist.","Miner, Union Organizer, Immigration Officer, Executive",1859,1944,N/A,N/A
Waters,Ethel,Samuels,Charles,N/A,N/A,His eye is on the sparrow: an autobiography.,1951,1978,N/A,Greenwood Press,"Westport, Connecticut",278 p.,N/A,N/A,N/A,N/A,"Reminiscences of a long life from poverty to success as an actress and singer, focused on her faith in God.","Actress, Singer",1896,1977,N/A,N/A
Watson,Charles,N/A,N/A,Hoekstra,Chaplain Ray,Will you die for me?,1978,N/A,N/A,Fleming H. Revell,"Old Tappan, New Jersey",223 p.,YES,Chaplain Ray Hoekstra,N/A,N/A,"Watson details his transformation under Manson's influence, highlighting his subsequent conversion to Christianity in prison.",N/A,1945,N/A,N/A,N/A
Watkins,Paul,N/A,N/A,Soledad,Guillermo,My life with Charles Manson.,1979,N/A,N/A,Bantam Books,New York,278 p.,N/A,N/A,N/A,N/A,"Watkins expresses his horror about Manson and the surrounding events, depicting a life free of moral responsibility.","Singer, Author",1950,N/A,N/A,N/A
Watson,James Dewey,N/A,N/A,N/A,N/A,The double helix; a personal account of the discovery of the structure of DNA.,1968,N/A,N/A,Atheneum,New York,226 p.,N/A,N/A,N/A,N/A,"A scientific adventure story of the events leading to the discovery of the double-helix structure of DNA, work which merited the Nobel Prize in 1962.","Scientist, Biologist",1928,N/A,N/A,N/A
Watson,James Monroe,N/A,N/A,McClure,Judy Watson,Confederate from East Texas: the Civil War letters of James Monroe Watson.,1976,N/A,N/A,Nortex Press,"Quanah, Texas",66 p.,N/A,N/A,N/A,N/A,A collection of letters during the Civil War providing personal views of the battles experienced by an uneducated soldier.,"Farmer, Soldier",1834,1914,N/A,N/A
Weeks,Edward,N/A,N/A,N/A,N/A,In friendly candor.,1898,1959,N/A,"Little, Brown and Co.",Boston,301 p.,N/A,N/A,N/A,N/A,"He joined the Atlantic Monthly staff in 1924 and in 1938 became its Editor-in-Chief. Here he writes of his education, many of the friends and authors he worked with, the cultural importance of reading and education, and some thoughts on editing and the changing times.",Editor,N/A,N/A,N/A,N/A
Weeks,Edward,N/A,N/A,N/A,N/A,My green age.,1898,1973,N/A,"Little, Brown and Co.",Boston,342 p.,N/A,N/A,N/A,N/A,"Editor of the Atlantic Monthly from 1938 to 1966, Weeks, as his preface states, has tried 'in this book to recapture the wonder and bewilderment of one who was struggling to find where he belonged during the first forty years of this fantastically changing century.'",Editor,N/A,N/A,N/A,N/A
Weeks,Edward,N/A,N/A,N/A,N/A,The open heart.,1898,1955,N/A,"Little, Brown and Co.",Boston,236 p.,N/A,N/A,N/A,N/A,"During his long years as editor of the Atlantic Monthly, he traveled widely in search of authors. This book tells of his travels, offering a rich narrative of his favorite people and places.",Editor,N/A,N/A,N/A,N/A
Weeks,Lewis George,N/A,N/A,Daniel,James,Life-long love affair: the memoirs of Lewis George Weeks.,N/A,1978,N/A,Anne Sutton Weeks,"Westport, Connecticut",138 p.,N/A,N/A,N/A,N/A,"A happy, articulate account of Week's Wisconsin boyhood, education at the University of Wisconsin (to which he later donated a building), and his career. As a field geologist he traveled throughout South America locating oil sites. He had two exceptionally happy marriages and enjoyed a retirement filled with good works.",Field Geologist,1893,1977,N/A,N/A
Weidenfeld,Sheila Rabb,N/A,N/A,N/A,N/A,First lady's lady: with the Fords at the White House.,N/A,1979,N/A,G.P. Putnam's Sons,New York,419 p.,N/A,N/A,N/A,N/A,"As Betty's Ford's press secretary, November 1974-January 1977, Weidenfeld recalls events of family life at the White House during the two-year recuperation from Watergate. Weidenfeld's chatty anecdotes are often concerned with media and with style.",Press Secretary,N/A,N/A,N/A,N/A
Weil,Joseph R.,N/A,N/A,N/A,N/A,"The con game and ""Yellow Kid"" Weil: the autobiography of the famous con artist.",1948,1974,N/A,"Dover Publications, Inc.",New York,297 p.,N/A,N/A,N/A,N/A,"A man of many careers and con games, Weil is said to have been America's most successful swindler. Here he describes his early years learning the games and the skills which brought him over $8,000,000.",Con Artist,1876,1976,N/A,N/A
Weinland,Henry A.,N/A,N/A,N/A,N/A,Now the harvest: memories of a county agricultural agent.,N/A,1957,N/A,Exposition Press,New York,96 p.,N/A,N/A,N/A,N/A,"A thoughtful, at times philosophical, account of the author's first 32 years, describing his genesis and maturation as a county agricultural agent in southern California at a time when the agents' functions were themselves maturing.",County Agricultural Agent,1888,N/A,N/A,N/A
Weinstein,Gregory,N/A,N/A,N/A,N/A,Ardent eighties and after: reminiscences of an interesting decade.,1928,1975,N/A,Arno Press,New York,242 p.,N/A,N/A,N/A,N/A,"Good description of his hard life after immigration from Russia, his early work in a print shop, a Jewish newspaper, and general adaption to American life; with interesting sketches of several important social reformers of the time.",N/A,1864,1953,N/A,N/A
Weir,John Ferguson,N/A,N/A,Sizer,Theodore,"The recollections of John Ferguson Weir, Director of the Yale School of the Fine Arts, 1869-1913.",N/A,1957,N/A,NY. Historical Society; Associates in Fine Arts at Yale University,New York and New Haven,93 p.,N/A,N/A,N/A,N/A,"Director of Yale School of Fine Arts for 44 years, Weir was responsible for considerable improvement in the school: he added sculpture, architecture, and art history to the curriculum, acquired the Jarves Collection of early Italian pictures for the gallery, and encouraged professional art education.",Director,1841,1926,N/A,N/A
Weisbord,Vera Buch,N/A,N/A,Buhle,Paul,Radical life.,N/A,1977,N/A,Indiana University Press,"Bloomington, Indiana",330 p.,N/A,N/A,N/A,N/A,"Weisbord writes with a novelist's consummate skill about the 1920's, when she and her common-law husband, Albert Weisbord, were communist labor organizers in New Jersey, Pennsylvania, and North Carolina.",Labor Organizer,1895,N/A,N/A,N/A
Weissberger,L. Arnold,N/A,N/A,N/A,N/A,Famous faces: a photograph album of personal reminiscences.,N/A,1974,N/A,"Harry N. Abrams, Inc.",New York,443 p.,N/A,N/A,N/A,N/A,"Primarily a photograph album of show business and other famous people, this volume also includes some brief anecdotes and comments by the author about the occasions when the pictures were taken.",Photographer,1907,N/A,N/A,N/A
Welch,Herbert,N/A,N/A,N/A,N/A,As I recall my past century.,N/A,1962,N/A,Abingdon Press,New York,144 p.,N/A,N/A,N/A,N/A,"Written on that remote level of abstraction common to churchmen, the book includes recollections of his early life and education and varied assignments of his ministry, including the presidency of Ohio Wesleyan University and several missionary posts in the Orient.",Minister,1862,1969,N/A,N/A
Welch,Lew,N/A,N/A,Allen,Donald,I remain: the letters of Lew Welch and the correspondence of his friends: Vol. 1: 1949-1960; Vol. 2: 1960-1972.,N/A,1980,2v.,Grey Fox Press,"Bolinas, California",N/A,N/A,N/A,N/A,N/A,"A fascinating but disturbing collection of letters from Welch, an aspiring poet, to his mother and various friends, mostly poets, to whom he sent texts of poems. Welch's alcoholism contributed to his intermittent breakdowns, physical and psychological.",Poet,1926,1971,N/A,N/A
Welch,William Joseph,N/A,N/A,N/A,N/A,What happened in between: a doctor's story.,N/A,1972,N/A,"George Braziller, Inc.",New York,208 p.,N/A,N/A,N/A,N/A,"A specialist in internal medicine and cardiology, Dr. Welch believes in the treatment of people rather than diseases and the importance of human encounter between patient and doctor.",Physician,1911,N/A,N/A,N/A
Weld,"Stephen Minot, Jr.",N/A,N/A,Donald,David,"War diary and letters of Stephen Minot Weld, 1861-1865.",1912,1979,N/A,Massachusetts Historical Society,Boston,433 p.,N/A,N/A,N/A,N/A,"Weld, a gifted writer, kept a diary throughout most of his service — ultimately as a It. colonel — in the 56th Massachusetts Division, 5th Regiment of the Union Army.",N/A,1842,1920,N/A,N/A
Welk,Lawrence,N/A,N/A,McGeehan,Bernice,Ah-one! ah-two! Life with my musical family.,N/A,1974,N/A,"Prentice-Hall, Inc.","Englewood Cliffs, New Jersey",215 p.,N/A,N/A,N/A,N/A,"When ABC cancelled Welk's Saturday evening TV show, thousands of loyal viewers protested. This book tells of his road tour from Hawaii to New Jersey and his relationship with his musical family.",Band Leader,1904,N/A,N/A,N/A
Welk,Lawrence,N/A,N/A,McGeehan,Bernice,"My America, your America.",N/A,1976,N/A,Prentice-Hall,"Englewood Cliffs, New Jersey",182 p.,N/A,N/A,N/A,N/A,"Band leader Welk describes what life is like with his 'Musical Family,' all those who work as entertainers or behind the scenes during his band shows.",Band Leader,1904,N/A,N/A,N/A
Welk,Lawrence,N/A,N/A,McGeehan,Bernice,This I believe.,N/A,1979,N/A,Prentice-Hall,"Englewood Cliffs, New Jersey",197 p.,N/A,N/A,N/A,N/A,"Band leader Welk wrote this book to express his belief in free enterprise and to show people how hard work, fairness, and profit-sharing make good sense and good business.",Band Leader,1904,N/A,N/A,N/A
Welles,Gideon,N/A,N/A,Beale,Howard K.,The diary of Gideon Welles: Secretary of the Navy under Lincoln and Johnson.,1911,1960,3v.,"W.W. Norton & Co., Inc.",New York,N/A,N/A,N/A,N/A,N/A,"Welles's candid diaries, kept assiduously while he was Secretary of the U.S. Navy under Lincoln and Johnson, shed considerable light on the Civil War and the beginning of the Reconstruction Era.",Secretary of the Navy,1802,1878,N/A,N/A
Welles,Winifred,N/A,N/A,N/A,N/A,"The lost landscape: some memories of a family and a town in Connecticut, 1659-1906.",1946,N/A,N/A,Henry Holt and Co.,New York,299 p.,N/A,N/A,N/A,N/A,"The story of her New England childhood, supplemented by tales of her family, events, and customs in Norwich which are a mixture of fact and fancy.",N/A,1893,1939,N/A,N/A
Wellman,William Augustus,N/A,N/A,N/A,N/A,A short time for insanity: an autobiography.,N/A,1974,N/A,"Hawthorn Books, Inc.",New York,276 p.,N/A,N/A,N/A,N/A,A highly individual and outspoken movie director remembers events of his life through a haze of pain and opiates in a hospital.,Movie Director,1896,1975,N/A,N/A
Wells,Charles Knox Polk,N/A,N/A,N/A,N/A,Life and adventures of Polk Wells (Charles Knox Polk Wells) the notorious outlaw.,1907,1971,N/A,Books for Libraries Press,"Freeport, New York",259 p.,N/A,N/A,N/A,N/A,"An exciting career of lawlessness and daring deeds is presented by Wells, a man of warm and kindly heart despite his crimes.",Outlaw,1851,N/A,N/A,N/A
Werfel,Alma Maria Mahler,N/A,N/A,N/A,N/A,And the bridge is love.,N/A,1958,N/A,"Harcourt, Brace and Co.",New York,312 p.,N/A,N/A,N/A,N/A,"Raised among artists and intellectuals in Austria, she was married to Gustav Mahler and later to Franz Werfel. Her book recalls her rich and varied life in Europe and in the United States after she immigrated.",N/A,1879,1964,N/A,N/A
West,Don,N/A,N/A,N/A,N/A,Broadside to the sun.,N/A,1946,N/A,"WW. Norton and Co., Inc.",New York,230 p.,N/A,N/A,N/A,N/A,"Story of country life in the Arkansas Ozark mountains; typical of the postwar books on old-fashioned values, but realistic in practical details of daily life.",N/A,1907,1954,N/A,N/A
West,Ellsworth Luce,N/A,N/A,Mayhew,Eleanor Ransom,Captain's papers: a log of whaling and other sea experiences.,N/A,1965,N/A,Barre Publishers,"Barre, Massachusetts",172 p.,YES,Eleanor Ransom Mayhew,N/A,N/A,"West was a whaler and captain of several whaling ships, 1882-1899, engaging in a highly dangerous but lucrative trade.",Whaler,1864,1920,N/A,N/A
West,J. Bernard,N/A,N/A,Kotz,Mary Lynn,Upstairs at the White House: my life with the First Ladies.,N/A,1973,N/A,"Coward, McCann & Geoghegan, Inc.",New York,381 p.,N/A,N/A,N/A,N/A,"As assistant and chief usher of the White House, West was involved in all domestic decisions and all social functions for six presidents and first ladies.",Chief Usher,1912,N/A,N/A,N/A
West,Jerry,N/A,N/A,Libby,Bill,Mr. Clutch; the Jerry West story.,N/A,1969,N/A,Prentice-Hall,"Englewood Cliffs, New Jersey",242 p.,N/A,N/A,N/A,N/A,"At time of publication, West was considered one of the greatest basketball players in the history of the game, especially famous for his clutch shot.",Basketball Player,1938,N/A,N/A,N/A
West,Jessamyn,N/A,N/A,N/A,N/A,Double discovery: a journey.,N/A,1980,N/A,Harcourt Brace Jovanovich,New York,233 p.,N/A,N/A,N/A,N/A,"West combines letters, a travel diary, and her retrospective interpretations to present a charming montage of a four-month trip from California to New York by train, and then to England, Ireland, and Paris in 1929.",Writer,1902,N/A,N/A,N/A
West,Jessamyn,N/A,N/A,N/A,N/A,Hide and seek.,N/A,1973,N/A,"Harcourt, Brace, Jovanovich, Inc.",New York,N/A,N/A,N/A,N/A,N/A,"Written during a three-month vacation period alone on the banks of the Colorado River, this work discusses her need for solitude, her special love of nature.",N/A,1902,N/A,N/A,N/A
West,Jessamyn,N/A,N/A,N/A,N/A,To see the dream.,N/A,1957,N/A,"Harcourt, Brace and Co.",New York,314 p.,N/A,N/A,N/A,N/A,"Based on a journal she kept while living at her home in Napa, California, and while working in Hollywood with William Wyler.",N/A,1902,N/A,N/A,N/A
West,Jessamyn,N/A,N/A,N/A,N/A,The woman said yes: encounters with life and death: memoirs.,N/A,1976,N/A,Harcourt Brace Jovanovich,New York,180 p.,N/A,N/A,N/A,N/A,The lives of two sisters and their illnesses: one fights to live and the other embraces death on her own terms.,N/A,1902,N/A,N/A,N/A
West,Mae,N/A,N/A,N/A,N/A,Goodness had nothing to do with it.,N/A,1959,N/A,Prentice-Hall,"Englewood Cliffs, New Jersey",271 p.,N/A,N/A,N/A,N/A,"A self-proclaimed sex symbol and legend describes her successes in vaudeville, on Broadway, in touring plays, movies, radio, and dinner theaters.",Actress,1892,1980,N/A,N/A
West,Mae,N/A,N/A,N/A,N/A,"Mae West on sex, health, and ESP.",N/A,1975,N/A,W.H. Allen,London,237 p.,N/A,N/A,N/A,N/A,"In a fast-talking, sassy book, Mae West gives her advice on the three topics in the title, telling something about her experiences in the process.",Actress,1892,1980,N/A,N/A
West,Mae,N/A,N/A,N/A,N/A,The wit and wisdom of Mae West.,1967,1977,N/A,Berkeley Windhover Books. New York,Berkeley Publishing Corp.,92 p.,N/A,N/A,N/A,N/A,"Actress West's wit and wisdom consists of one-liners and double entendres about her voluptuous figure, sex, and men.",Actress,1892,1980,N/A,N/A
Westcott,Cynthia,N/A,N/A,N/A,N/A,Plant doctoring is fun.,N/A,1957,N/A,Van Nostrand,Princeton,280 p.,N/A,N/A,N/A,N/A,"A graduate of Wellesley with a Ph.D. from Cornell, she established a career as The Plant Doctor.",Plant Doctor,1898,N/A,N/A,N/A
Westmore,Frank,N/A,N/A,Davidson,Muriel,The Westmores of Hollywood.,N/A,1976,N/A,J.B. Lippincott,Philadelphia,256 p.,N/A,N/A,N/A,N/A,"With numerous anecdotes about Hollywood stars in relation to their make-up, Frank Westmore discusses the rise and semi-decline of the dynasty of Westmores.",Make-up Artist,1923,N/A,N/A,N/A
Westmoreland,William Childs,N/A,N/A,N/A,N/A,A soldier reports.,N/A,1976,N/A,Doubleday & Co.,"Garden City, New York",446 p.,N/A,N/A,N/A,N/A,"A veteran of forty-years service to his country on and off the battlefield, General Westmoreland writes of the shaping of his life and career, his pride in being a professional soldier, and his part in momentous recent events, especially the Vietnam War.",General,1914,N/A,N/A,N/A
Weybright,Victor,N/A,N/A,N/A,N/A,The making of a publisher; a life in the 20th century book revolution.,N/A,1967,N/A,"Reynal & Co., dist. by William Morrow & Co., Inc.",New York,360 p.,N/A,N/A,N/A,N/A,"Growing up in rural Maryland, Weybright dreamed of making great literature easily available to the general public.",Publisher,1903,1978,N/A,N/A
Weygandt,Cornelius,N/A,N/A,N/A,N/A,On the edge of evening: the autobiography of a teacher and writer who holds Index to the old ways.,1946,N/A,N/A,G.P. Putnam's Sons,New York,217 p.,N/A,N/A,N/A,N/A,A professor of literature at the University of Pennsylvania and author of seventeen other books writes with warmth and humor of the daily life and background from which those books evolved.,Professor of literature,N/A,N/A,N/A,N/A
Wharton,May Cravath,N/A,N/A,N/A,N/A,"Doctor woman of the Cumberlands: the autobiography of May Cravath Wharton, M.D.",1953,1972,N/A,Uplands,"Pleasant Hill, Tennessee",214 p.,N/A,N/A,N/A,N/A,"Wharton's engaging narrative focuses on the forty years of her career as a physician near Crossville, Tennessee, detailing her services and contributions to the medical community.",Physician,1873,N/A,N/A,N/A
