author1_last_name,author1_first_name,author2_last_name,author2_first_name,editor1_last_name,editor1_first_name,title,original_date_of_publication,second_or_later_date_of_publication,volume,publisher,publisher_location,number_of_pages,dictation,name_of_transcriber,translation,name_of_translator,summary,occupations,date_of_birth,date_of_death,place_of_birth,other_places_lived
SHAW,Kenneth E.,N/A,N/A,N/A,N/A,Jottings from the Front,1918,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Simple narrative of the work of Anglican chaplain in France in WW1.,Anglican chaplain,N/A,N/A,N/A,N/A
SHELLEY,Gerard,N/A,N/A,N/A,N/A,The Speckled Domes,1925,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Experiences of interpreter at Tsar's court; WW1 events; & Bolshevik revolution; adventures.,Interpreter,N/A,N/A,N/A,N/A
SHAW,Mabel,N/A,N/A,N/A,N/A,God's Candlelights,1932,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Life and work as a missionary at Mbereshi, Northern Rhodesia; maternity and infant welfare work; interesting.",Missionary,N/A,N/A,N/A,N/A
SHELTON,George,N/A,N/A,N/A,N/A,It's anee,1928,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Career of a comedian; empire tours and theatrical life; long association with J. L. Toole.,Comedian,N/A,N/A,N/A,N/A
SHAW,Martin,N/A,N/A,N/A,N/A,Up to Now,1929,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His boyhood in Hampstead; study at R.C.M. and career in music; compositions for church and theatre; personal & social life; interesting.,Musician,N/A,N/A,N/A,N/A
SHAW,Samuel,N/A,N/A,N/A,N/A,Guttersnipe,1946,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A Birmingham man's story of slum life & delinquency; time in reformatory; work as miner; Conservative politics; journalism; anti-socialist work; vigorous and able.,"Journalist, Miner",N/A,N/A,N/A,N/A
SHENNAN,Hay,N/A,N/A,N/A,N/A,Judicial Mald-of-All Work,1933,N/A,N/A,N/A,Edinburgh,N/A,N/A,N/A,N/A,N/A,"Legal career, from 1891; sheriff-substitute in Scotland; legal and local social life.",Lawyer,N/A,N/A,N/A,N/A
SHEPHERD,J. W.,N/A,N/A,N/A,N/A,Personal Narrative,1886,N/A,N/A,N/A,Lucknow,N/A,N/A,N/A,N/A,N/A,The experiences of an official in the Mutiny; negotiations; massacre at Cawnpore; his imprisonment.,Official,N/A,N/A,N/A,N/A
SLUGG,Josiah Thomas,N/A,N/A,N/A,N/A,Reminiscences,1881,N/A,N/A,N/A,Manchester,N/A,N/A,N/A,N/A,N/A,"Experiences, Manchester in thirties; industrial scene and social life.",N/A,N/A,N/A,N/A,N/A
SMALL,E. Milton,N/A,N/A,N/A,N/A,Told from the Ranks,1897,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Recollections of military and war service by privates and non-coms; Crimean War, Indian Mutiny, Sudan, Zulu War, etc.",Editor,N/A,N/A,N/A,N/A
SMALLEÏ,George W.,N/A,N/A,N/A,N/A,Anglo-American Memorles,1911-12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Journalist's anecdotes and reminiscences of statesmen, politicians, actors, writers, industrialists, England and USA; American-born.",Journalist,N/A,N/A,N/A,N/A
SMART,Sir George Thomas,N/A,N/A,N/A,N/A,Leaves from the Journals,1907,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Career as church organist; Chapel Royal; festivals and oratorios; friend of Beethoven & Weber; travels abroad.,Church Organist,N/A,N/A,N/A,N/A
SMITH,Albert,N/A,N/A,N/A,N/A,Diary,1858,1859,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Notes on Chinese scene and customs; given away at his lectures. To China and Back.,N/A,N/A,N/A,N/A,N/A
SMITH,Alexander,N/A,N/A,N/A,N/A,Snithy,1936,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His life in Nottingham; designing of lace curtains; service in RNAS.,N/A,N/A,N/A,N/A,N/A
SMITH,Annie Swan,N/A,N/A,N/A,N/A,My Life,1934,1935,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Scottish girlhood and her career as a journalist and novelist; domestic life, philanthropy, spiritualism; notes on her houses.","Journalist, Novelist",N/A,N/A,N/A,N/A
SMITH,C. Harold,N/A,N/A,N/A,N/A,The Bridge of Life,1929,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"London boyhood; career of self-made businessman; travels in England, USA, etc.; religion, social life, and fashions.",Businessman,N/A,N/A,N/A,N/A
SMITH,Charles,N/A,N/A,N/A,N/A,Autobiography of an Old Passport,1893,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Wilts minister's travels in France, Belgium, Germany, Italy, Switzerland, before the coming of the railway.",Minister,N/A,N/A,N/A,N/A
SMITH,Charles Edward,N/A,N/A,N/A,N/A,From the Deep of the Sea,1922,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Work and adventure of surgeon aboard a whaler in 1885-7; voyage and the work; life in the Arctic; Quaker religion; diary.,Surgeon,N/A,N/A,N/A,N/A
Aliori,N/A,N/A,N/A,N/A,N/A,Some Personalities,1921,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Light gossip and reminiscences on writers, churchmen, politicians and society in early century.",N/A,N/A,N/A,N/A,N/A
ANON,N/A,N/A,N/A,N/A,N/A,Some Professional Recollections,1883,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His practice as a solicitor; tour in India and Ceylon.,Solicitor,N/A,N/A,N/A,N/A
ANON,N/A,N/A,N/A,N/A,N/A,Some Trivial Recollections of an Old Landscape Painter,1913,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Notes on art and painters; public events in England and Scotland; superficial and genial jottings.,N/A,N/A,N/A,N/A,N/A
SOMERVELL,Robert,N/A,N/A,N/A,N/A,Chapters of Autobiography,1935,N/A,N/A,N/A,Cambridge,N/A,N/A,N/A,N/A,N/A,"Scottish family life in mid-century; teaching at Harrow 1887-1911; famous pupils, masters; education and religion.",Teacher,N/A,N/A,N/A,N/A
SOMERVELL,Theodore Howard,N/A,N/A,N/A,N/A,After Everest; Knife and Life in India; India Calling,1936,1940,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"His experiences as a mountaineer; Everest expedition of 1923; work as a medical missionary in Travancore, 1923-1945 & descriptions of hospitals and medical conditions in India; good.","Mountaineer, Medical Missionary",N/A,N/A,N/A,N/A
SOMERVILLE,Alexander,N/A,N/A,N/A,N/A,Autobiography of a Working Man; Conservative Science of Nations; Somerville's Diligent Life,1848,1860,N/A,N/A,Montreal,N/A,N/A,N/A,N/A,N/A,Political and economic affairs in British Isles and Europe; country life and agriculture in Scotland; Irish affairs and European revolutionary activities; 1832 crisis; Birmingham riots; later in Canada.,N/A,N/A,N/A,N/A,N/A
SOMERVILLE,Edith,ROSS,Martin,N/A,N/A,Irish Memories; Happy Days,1933,1946,N/A,N/A,L.,N/A,N/A,N/A,N/A,N/A,Irish country and social life; family life and childhood; hunting and country sport; Victorian scene; travels abroad; witty and pleasant.,N/A,N/A,N/A,N/A,N/A
SOMERVILLE,Martha,N/A,N/A,N/A,N/A,Personal Recollections,1873,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Scottish social life at Jedburgh and Edinburgh; education, religion, theatre, life with scientific husband; two marriages; memories of Scott; valuable.",N/A,N/A,N/A,N/A,N/A
SOMERVILLE,Thomas,N/A,N/A,N/A,N/A,My Own Life and Times,1661,N/A,N/A,N/A,Edin.,N/A,N/A,N/A,N/A,N/A,"Childhood at Hawick; Edinburgh University; ministry at Minto; London from 1770's; American & French revolutions; slavery; Scottish social history; Hume, Pitt, Wilkes, Fox and Wesley; useful.",Minister,N/A,N/A,N/A,N/A
SOOTHILL,Lucy,N/A,N/A,N/A,N/A,A Passport to China,1931,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Life and work as a Methodist missionary in Wenchow, 1884-1909; her wide interests; Chinese life and customs; travels.",Methodist Missionary,N/A,N/A,N/A,N/A
SOUPER,William,N/A,N/A,N/A,N/A,Man from the Rocks,1926,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Life in the Highlands; Scottish social and religious life; education; quietude of glen; his spiritual life; Rainey, Salmond etc.",N/A,N/A,N/A,N/A,N/A
ane,N/A,N/A,N/A,N/A,N/A,Reminiscences of a Midshipman's life,1893,N/A,N/A,N/A,N/A,408,N/A,N/A,N/A,N/A,Childhood; naval cadet in fifties; service in Mediterranean; Crimean war & naval engagements.,Midshipman,N/A,N/A,N/A,N/A
STANLEY,Henry Morton,N/A,N/A,N/A,N/A,How I Found Livingstone; Through the Dark Continent; In Darkest Africa; My Early Travels,1872,1895,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Travels and adventures in America & Asia; explorations in Central Africa; residence with Livingstone & travels with him; jungle life; expedition to find Livingstone; native life.,"Explorer, journalist",N/A,N/A,N/A,N/A
STANLEY,Lady Maria Josepha,N/A,N/A,N/A,N/A,Early Married Life,1899,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Wife of Cheshire squire in early century; country life and husband's activities; politics; & England during Napoleonic wars.,N/A,N/A,N/A,N/A,N/A
STANLEY,Monica M.,N/A,N/A,N/A,N/A,My Diary in Serbia,1916,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Personal experiences in Balkans during WWI.,N/A,N/A,N/A,N/A,N/A
STANLEY,William Ford,N/A,N/A,N/A,N/A,Life and Work,1911,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Life of founder and head of a firm of instrument makers; his inventions; technical schools.,Instrument maker,N/A,N/A,N/A,N/A
STANMORE,"Arthur Hamilton-Gordon, 1st Baron",N/A,N/A,N/A,N/A,Fiji,1879,N/A,N/A,N/A,Edinburgh,N/A,N/A,N/A,N/A,N/A,Administrative work in Fiji in the 70's; society & private life.,Politician,N/A,N/A,N/A,N/A
STATHAM,John,N/A,N/A,N/A,N/A,Indian Recollections,1832,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Life and work as a missionary in India; education; village life and disasters; animal adventures.,Missionary,N/A,N/A,N/A,N/A
STANNARD,M.,N/A,N/A,N/A,N/A,Memoirs of a Professional Lady Nurse,1873,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Marriage and business failure; work as nurse; with husband in California gold rush; return to nursing after his murder; her life in England and USA.,Nurse,N/A,N/A,N/A,N/A
STATHAM,Louisa Maria,N/A,N/A,N/A,John,Memoir,1842,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Includes extracts from diary; religious and family life of wife of Baptist minister at Reading; sickness; views on entertainments.,N/A,N/A,N/A,N/A,N/A
STANNARD,Russell,N/A,N/A,N/A,N/A,With the Dictators of Fleet Street,1934,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Work as journalist from 1912; Daily Mail; John o' London; Sunday Express; journalists & novelists.,Journalist,N/A,N/A,N/A,N/A
STAUNTON,Sir George Thomas,N/A,N/A,N/A,N/A,Memoirs,1856,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Public life and work of politician and diplomat to 1845; M.P. for South Hants and Portsmouth; Corn Laws; embassy to Pekin.,"Politician, diplomat",N/A,N/A,N/A,N/A
STANTON,William Henry,N/A,N/A,N/A,N/A,The Journal,1929,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Life and work of Deal pilot boatman in 19th Century; life at sea; smuggling and piracy; helping vessels in distress at Deal; attractive, simple record.","Pilot, boatman",N/A,N/A,N/A,N/A
STAILEI,George,N/A,N/A,N/A,N/A,Life and Opinions,1762,N/A,N/A,Dublin,N/A,N/A,N/A,N/A,N/A,N/A,Boyhood at Burton-on-Trent; school; life in Ireland; career on Dublin stage; theatrical life; his writings; quarrels; religion.,"Actor, writer",N/A,N/A,N/A,N/A
STARK,Freya,N/A,N/A,N/A,N/A,Traveller's Prelude,1950,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Her family; early life, England, France, Italy; family travels; mountaineering; service as nurse WW1; Italian campaign; Caporetto; travels in Arabia; solitude.","Traveller, nurse",N/A,N/A,N/A,N/A
STARK,Malcolm,N/A,N/A,N/A,N/A,Pulse of the World,1915,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Fleet Street journalist Glasgow Herald; London and Scottish scene and political and social movements of preceding forty years; his work as a novelist.,"Journalist, novelist",N/A,N/A,N/A,N/A
STARKIE,Enid,N/A,N/A,N/A,N/A,Lady's Child,1941,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Her girlhood in Ireland; daughter of British civil servant; education; Oxford studies and troubles; a genteel life; WW1.,N/A,N/A,N/A,N/A,N/A
STEAD,James,N/A,N/A,N/A,N/A,Treasure Trek,1936,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Hunting for buried treasure in Bolivia and Central America; life in Canadian wilds.,Explorer,N/A,N/A,N/A,N/A
STEADMAN,William,N/A,N/A,N/A,N/A,Memoir,1838,N/A,N/A,N/A,N/A,N/A,N/A,Thanas Steadman,N/A,N/A,Contains early autobiography of education and Baptist religious life; late 18th Century.,Baptist,N/A,N/A,N/A,N/A
STEBBING,Edward Percy,N/A,N/A,N/A,N/A,Jungle Byways in India; Diary of a Sporting Naturalist,1911,1920,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His career in the Forestry Department in India; big game hunting; natural history.,Forestry officer,N/A,N/A,N/A,N/A
STOKES,Sewell,N/A,N/A,N/A,N/A,Monologue,1934,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"A journalist's adventures and work; his meetings with celebrities in the arts, politics and crime; journalistic ethics and problems.",journalist,N/A,N/A,N/A,N/A
STOLL,Dennis,N/A,N/A,N/A,N/A,I Give Myself Away,1936,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Work as musical journalist and conductor; his compositions; ballet & musical life; callow.,"musical journalist, conductor",N/A,N/A,N/A,N/A
STONE,Christopher R.,N/A,N/A,N/A,N/A,Christopher Stone Speaking,1933,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His career as broadcaster with BBC; reminiscences of a genteel disk-jockey.,broadcaster,N/A,N/A,N/A,N/A
STOPES,Marie Charlotte Carmichael,N/A,N/A,N/A,N/A,A Journal From Japan,1910,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Travels in Japan, 1907-9; work on fossils and notes on people and places.",N/A,N/A,N/A,N/A,N/A
STOREY,G. A.,N/A,N/A,N/A,N/A,Sketches from Memory,1899,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His work as sculptor and painter; study in France; Victorian painters; travel; family life.,"sculptor, painter",N/A,N/A,N/A,N/A
STORE!,Gladys,N/A,N/A,N/A,N/A,All Sorts of People,1929,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Work as painter; reminiscences of Victorian art and artists; literary and theatrical friends; Thackeray and Dickens.,painter,N/A,N/A,N/A,N/A
STORRS,Sir Ronald,N/A,N/A,N/A,N/A,Orientations,1937,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"His career as diplomat; work & travels in Egypt, Palestine, Cyprus, 1881-1932; politics, war, the Arab revolt, WWI; Arab society and ideas; a valuable record.",diplomat,N/A,N/A,N/A,N/A
STORT,Christopher,N/A,N/A,N/A,N/A,Brief Account of the Life,1726,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"A Quaker ministry in England, Ireland, Scotland; troubles; controversies.",Quaker ministry,N/A,N/A,N/A,N/A
STORY,George,N/A,N/A,Jackson,Thomas,Lives of Early Methodist Preachers,1838,N/A,III,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ministry and travels of a Yorkshire Methodist in second half of 18th Century.,Methodist preacher,N/A,N/A,N/A,N/A
STORY,Janet L.,N/A,N/A,N/A,N/A,Early Reminiscences; Later Reminiscences,1911,1913,N/A,Glasgow,N/A,N/A,N/A,N/A,N/A,N/A,"Social, religious and academic life in Glasgow from fifties; theatre, literature, college.",N/A,N/A,N/A,N/A,N/A
STORY,Scammerville,N/A,N/A,N/A,N/A,Twenty Years in Paris,1927,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Life of a foreign correspondent; Bohemian life; society and WWI; celebrities.,foreign correspondent,N/A,N/A,N/A,N/A
STORY,Thomas,N/A,N/A,N/A,N/A,Journal of the Life,1747,N/A,N/A,Newcastle,N/A,N/A,N/A,N/A,N/A,N/A,Spiritual life and ministry of a Quaker in 17th and 18th Centuries; controversy; sufferings and imprisonment.,Quaker minister,N/A,N/A,N/A,N/A
Thomas,N/A,N/A,N/A,Jackson,Thomas,Lives of Early Methodist Preachers,1838,N/A,N/A,N/A,London,N/A,N/A,N/A,N/A,N/A,man's conversion by Wesley; Methodist ministry in the 2nd half of 18th Century,Methodist preacher,N/A,N/A,N/A,N/A
Tennyson,Lionel H.,N/A,N/A,N/A,N/A,From Verse to Worse; Sticky Wickets,1933,1950,N/A,Eton,N/A,N/A,N/A,N/A,N/A,N/A,Career as cricketer; early escapades; WW1 service on Western Front; fox hunting.,Cricketer,N/A,N/A,N/A,Cambridge; Coldstream Guards
Teenan,Gen. Trevor,N/A,N/A,N/A,N/A,Some Experiences,1930,N/A,N/A,Birmingham,N/A,N/A,N/A,N/A,N/A,N/A,"Army career in Afghanistan, Egypt and Uganda; pioneer life in Africa.",Army officer,N/A,N/A,N/A,N/A
Terriss,Ellaline,N/A,N/A,N/A,N/A,Ellaline Terriss,1928,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Forty years on the stage; her career and roles; theatre life and actors; Gilbert and Sullivan.,Actress,N/A,N/A,N/A,N/A
Terry,Ellen,N/A,N/A,N/A,N/A,The Story of My Life; Manoirs,1908,1932,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Spirited recollections of her theatrical career, England and America; stock companies; roles and performances; theatrical and literary society & friendships; gay and excellent.",Actress,N/A,N/A,N/A,N/A
Temple,Sir Richard,N/A,N/A,N/A,N/A,Men and Events; Journals Kept in Hyderabad; Life in Parliament; Story of My Life,1882,1896,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"His career with the East India Company and ICS from 1848; finance minister and governor; Mutiny and public events; official and society life; career in Parliament and in London municipal politics to 1895; his travels in Empire, Europe, USA.",Politician,N/A,N/A,N/A,N/A
Terry,Stephen,N/A,N/A,Stirling,A.M.V.,Diaries of Dummer,1934,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Reminiscences of country social life, work and sport; Hampshire, 1795-1861; excellent picture and details.",N/A,N/A,N/A,N/A,N/A
Temple,Sir William,N/A,N/A,N/A,N/A,Memoirs of What Passed in Christendom,1692,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Work as ambassador; War of 1672 and Peace of 1679; diplomacy; public affairs.,Diplomat,N/A,N/A,N/A,N/A
Thiton,Alice,N/A,N/A,N/A,N/A,Lights and Shadows in a Hospital,1902,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Family; life, work and friends as London nurse; merits & demerits of the career.",Nurse,N/A,N/A,N/A,N/A
THOROGOOD,Horace,N/A,N/A,N/A,N/A,East of Aldgate,1935,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Journalist's experiences living in East London slums; social and sociological notes.,journalist,N/A,N/A,N/A,N/A
THORP,Ellen,N/A,N/A,N/A,N/A,Quiet Skies on Salween,1945,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Her childhood in Upper Burma; nostalgic and delighted account of the dream world of a child.,N/A,N/A,N/A,N/A,N/A
THORP,Joseph Peter J.,N/A,N/A,N/A,N/A,Friends and Adventures,1931,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Catholic education of a 'spoiled Jesuit'; work in advertising, printing, and for 'Punch'; his literary friendships.","advertiser, printer",N/A,N/A,N/A,N/A
THORPE,James H.,N/A,N/A,N/A,N/A,Happy Days,1933,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Schooling; London in late 19th Century and work as artist; London Sketch Club and artistic life; pleasures of a contented Victorian.,artist,N/A,N/A,N/A,N/A
THORPE,MaJ. Samuel,N/A,N/A,N/A,N/A,Narrative of Incidents,1854,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His early military life including service in Peninsular War & in Canada.,military,N/A,N/A,N/A,N/A
THORPE,William George,N/A,N/A,N/A,N/A,Still Life of the Middle Temple,1892,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His life at Cambridge; travels in India; merchant in London; barrister; table-talk at the Temple; 50 years' memories of legal life and personalities.,"merchant, barrister",N/A,N/A,N/A,N/A
THURBURN,Captain,N/A,N/A,N/A,N/A,Reminiscences of the Indian Rebellion,1889,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Indian Mutiny experiences of a magistrate in Fyzabad; the flight.,magistrate,N/A,N/A,N/A,N/A
THURSTAN,Violetta,N/A,N/A,N/A,N/A,Field Hospital & Flying Column,1915,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Experiences of a nurse in Belgium and Russia during the early days of WW1.,nurse,N/A,N/A,N/A,N/A
THURTLE,Ernest,N/A,N/A,N/A,N/A,Time's Winged Chariot,1945,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Experiences in WW1 and in WW2; Labour Party politics; M.P. and junior minister; working-class life in Shoreditch.,"M.P., junior minister",N/A,N/A,N/A,N/A
THWAITES,Norman Graham,N/A,N/A,N/A,N/A,Velvet and Vinegar,1932,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Work and travels of a journalist; European correspondent of New York World; Pulitzer; society, war and public affairs from the 80's.","journalist, correspondent",N/A,N/A,N/A,N/A
Otway,Reginald Godfrey,N/A,N/A,N/A,N/A,Reminiscences,1929,N/A,N/A,N/A,N/A,225pp,N/A,N/A,N/A,N/A,"Admiral's life and career, 1882 through WW1.",Admiral,N/A,N/A,N/A,N/A
Tubby,Alfred Herbert,N/A,N/A,N/A,N/A,A Consulting Surgeon in the Near East,1920,N/A,N/A,N/A,N/A,216pp,N/A,N/A,N/A,N/A,His work with RAMC in Mediterranean and in Near East during WW1.,Surgeon,N/A,N/A,N/A,N/A
Turner,Maj.Gen. Sir Alfred E.,N/A,N/A,N/A,N/A,Sixty Years of a Soldier's Life,1912,N/A,N/A,N/A,N/A,226pp,N/A,N/A,N/A,N/A,His service in the Sudan and Ireland; Home Rule campaign; later experience at the War Office.,Soldier,N/A,N/A,N/A,N/A
Tucker,Rt. Reverend Alfred Robert,N/A,N/A,N/A,N/A,Eighteen Years in Uganda and East Africa,1908,N/A,N/A,N/A,N/A,217pp,N/A,N/A,N/A,N/A,Life and work as missionary and bishop; organization and education; Christian rivalries; politics and revolts; important.,"Missionary, Bishop",N/A,N/A,N/A,N/A
Turner,Ben,N/A,N/A,N/A,N/A,About Myself,1930,N/A,N/A,N/A,N/A,227pp,N/A,N/A,N/A,N/A,His boyhood in Yorks; working-class life; trade unionism & textile workers; the Labour Movement in Yorkshire; work on Trades Council; politics; social life; labour leaders he knew.,N/A,N/A,N/A,N/A,N/A
Tucker,William Guise,N/A,N/A,N/A,N/A,Recollections of a Chaplain,1886,N/A,N/A,N/A,N/A,218pp,N/A,N/A,N/A,N/A,Travel and work as naval chaplain; missionary work in Canada; religion in the Navy.,Chaplain,N/A,N/A,N/A,N/A
Tucker,William Hill,N/A,N/A,N/A,N/A,"Eton of Old, by An Old Colleger",1892,N/A,N/A,N/A,N/A,219pp,N/A,N/A,N/A,N/A,"Schooldays at Eton, 1811-22; mainly an impersonal account of people and customs.",N/A,N/A,N/A,N/A,N/A
Tuckey,James Hingston,N/A,N/A,N/A,N/A,"Diary, 1816; Narrative of an Expedition",1818,N/A,N/A,N/A,N/A,220pp,N/A,N/A,N/A,N/A,Explorations of the Congo; scientific notes.,Explorer,N/A,N/A,N/A,N/A
Tuckwell,William,N/A,N/A,N/A,N/A,"Reminiscences of a Radical Parson, Reminiscences of Oxford","1905, 1907",N/A,N/A,N/A,N/A,221pp,N/A,N/A,N/A,N/A,His work in country parishes; development of radical beliefs; miseries of the poor; social and intellectual life in Oxford; Pattison and other celebrities.,Parson,N/A,N/A,N/A,N/A
Tukib,Sir Francis Ivan Simon,N/A,N/A,N/A,N/A,While Memory Serves,1950,N/A,N/A,N/A,N/A,T.231,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Turner,Charles C.,N/A,N/A,N/A,N/A,My Flying ScrapBook,1946,N/A,N/A,N/A,N/A,228pp,N/A,N/A,N/A,N/A,Experiences as balloonist and flyer from 1907; air-journalism & flying events.,"Balloonist, Flyer",N/A,N/A,N/A,N/A
Turner,George,N/A,N/A,N/A,N/A,Nineteen Years in Polynesia,1861,N/A,N/A,N/A,N/A,229pp,N/A,N/A,N/A,N/A,Life and work of a missionary in New Hebrides and Samoa; London Missionary Society; pagans and native cults and cultures.,Missionary,N/A,N/A,N/A,N/A
Turner,Sir George R.,N/A,N/A,N/A,N/A,Unorthodox Reminiscences,1931,N/A,N/A,N/A,N/A,230pp,N/A,N/A,N/A,N/A,Early days at school in London; Victorian scene; study and practice of medicine; St. George's Hospital; eminent scientists and doctors of his acquaintance.,Doctor,N/A,N/A,N/A,N/A
Turner,J. Arthur,N/A,N/A,Turner,J. Arthur,The Life of a Chimney Boy,1901,N/A,N/A,N/A,N/A,231pp,N/A,N/A,N/A,N/A,Apprenticeship & work as chimney-sweep in London and in Bucks; poverty and exploitation; conversion and Methodist missionary work among sweeps; life in Hitchin.,Chimney Boy,N/A,N/A,N/A,N/A
Turner,Sir James,N/A,N/A,N/A,N/A,Memoirs of His Own Life,1829,N/A,N/A,N/A,Edin,232pp,N/A,N/A,N/A,N/A,Life of a soldier & anti-covenanter in 17th Century; Civil War; public affairs; service with King and with Gustavus Adolphus.,Soldier,N/A,N/A,N/A,N/A
Tweedie,George R.,N/A,N/A,N/A,N/A,Yesterday,1932,N/A,N/A,N/A,N/A,243pp,N/A,N/A,N/A,N/A,Lecturer and political agent; Liberalism and Free Trade and his changes of opinion; eminent Victorians and Edwardians.,"Lecturer, Political Agent",N/A,N/A,N/A,N/A
Turner,Jane,N/A,N/A,N/A,N/A,Choice Experiences of the Kind Dealings of God,1653,N/A,N/A,N/A,N/A,233pp,N/A,N/A,N/A,N/A,Wife of a sea-captain; spiritual experience during husband's absence; agnosticism and conversion.,N/A,N/A,N/A,N/A,N/A
Tweedie,Adm. Sir Hugh J.,N/A,N/A,N/A,N/A,Story of a Naval Life,1939,N/A,N/A,N/A,N/A,244pp,N/A,N/A,N/A,N/A,His career in the navy from 1892; experiences with destroyers.,Admiral,N/A,N/A,N/A,N/A
Turner,Joanna,N/A,N/A,N/A,N/A,Memoir of,1820,N/A,N/A,N/A,N/A,234pp,N/A,David Bopie,N/A,N/A,Religious autobiography of a Whitefield Methodist; prayers and ejaculations; life in Trowbridge.,N/A,N/A,N/A,N/A,N/A
Turner,John Arthur,N/A,N/A,N/A,N/A,Kwang Tung,1895,N/A,N/A,N/A,N/A,235pp,N/A,N/A,N/A,N/A,"Life and work of a Methodist missionary, during five years in Canton; Chinese life.",Methodist Missionary,N/A,N/A,N/A,N/A
