author1_last_name,author1_first_name,author2_last_name,author2_first_name,editor1_last_name,editor1_first_name,title,original_date_of_publication,second_or_later_date_of_publication,volume,publisher,publisher_location,number_of_pages,dictation,name_of_transcriber,translation,name_of_translator,summary,occupations,date_of_birth,date_of_death,place_of_birth,other_places_lived
Clarkson,Robert H.,N/A,N/A,N/A,N/A,"The tenth anniversary sermon preached in St. James Church, Chicago, 1859",1859,N/A,N/A,"Scott & co., printers",Chicago,20 p,N/A,N/A,N/A,N/A,Covers 1849 — 59.,N/A,N/A,N/A,N/A,N/A
Clary,Anna (Lathrop),N/A,N/A,N/A,N/A,Reminiscences,1937,N/A,N/A,Bruce McCallister,Los Angeles,107 p,N/A,N/A,N/A,N/A,Days of a girl in a small Minnesota community.,N/A,1859,N/A,N/A,N/A
Claxton,Timothy,N/A,N/A,N/A,N/A,Memoir of a mechanic,1839,N/A,N/A,George W. Light,Boston,179 p,N/A,N/A,N/A,N/A,"An Englishman who resided in this country, 1823—36; a manufacturer of scientific equipment, who was also interested in the education of the working classes. Founder of the Boston Mechanics’ Institution.",N/A,1790,N/A,N/A,N/A
Clay,Cassius,N/A,N/A,N/A,N/A,The life of Cassius Marcellus Clay,1886,N/A,N/A,J.F. Brennan,Cine.,600 p,N/A,N/A,N/A,N/A,"Kentucky abolitionist, politician, U.S. Minister to Russia. Covers to 1885.",N/A,1810,1903,N/A,N/A
Clay,Mrs. Clement Claiborne,N/A,N/A,N/A,N/A,Belle of the fifties; memoirs of Mrs. Clay of Alabama,1904,N/A,N/A,"Doubleday, Page",N.Y.,379 p,N/A,N/A,N/A,N/A,The wife of a Confederate officer tells of her war-time experiences.,N/A,N/A,N/A,N/A,N/A
Clay,John,N/A,N/A,N/A,N/A,My life on the range,1924,N/A,N/A,priv. pr.,Chicago,366 p,N/A,N/A,N/A,N/A,"Cattle rancher in Wyoming. For the experiences of this Scotsman in other countries, see his Old Days Recalled (1915) and My Recollections of Ontario (1918).",N/A,1851,N/A,N/A,N/A
Clayton,Daniel Bragg,N/A,N/A,N/A,N/A,Forty-seven years in the Universalist ministry,1889,N/A,N/A,priv. pub.,"Columbia, S.C.",370 p,N/A,N/A,N/A,N/A,"In various South Atlantic states, 1835-1889.",N/A,1817,N/A,N/A,N/A
Clayton,Edward Hyers,N/A,N/A,N/A,N/A,Heaven below,1944,N/A,N/A,Prentice-Hall,N.Y.,282 p,N/A,N/A,N/A,N/A,Missionary in China for 20 years.,N/A,1886,1946,N/A,N/A
Cleaveland,Agnes Morley,N/A,N/A,N/A,N/A,No life for a lady,1941,N/A,N/A,Houghton Mifflin,Boston,356 p,N/A,N/A,N/A,N/A,Life on a cow ranch in New Mexico.,N/A,1874,N/A,N/A,N/A
Cleghorn,Sarah Norcliffe,N/A,N/A,N/A,N/A,Threescore,1936,N/A,N/A,Harrison Smith,N.Y.,310 p,N/A,N/A,N/A,N/A,New England poet.,N/A,1876,N/A,N/A,N/A
Cleland,Charles S.,N/A,N/A,N/A,N/A,The Clelands,1939,N/A,N/A,N/A,Phila.,16 leaves,N/A,N/A,N/A,N/A,Mimeographed. Youth on a Minnesota farm in the sixties and seventies.,N/A,1863,N/A,N/A,N/A
Cleland,Thomas,N/A,N/A,N/A,N/A,Memoirs,1859,N/A,N/A,"Moore, Wilstach, Keys",Cine.,199 p,N/A,N/A,N/A,N/A,"Presbyterian clergyman in Virginia, Maryland and Kentucky.",N/A,1778,N/A,N/A,N/A
Clem,Mrs. Charlotte Martin,N/A,N/A,N/A,N/A,Experiences,1916,N/A,N/A,Wilkinson pr. co.,Dallas,95 p,N/A,N/A,N/A,N/A,Wife of Baptist preacher and farmer in Texas and Arkansas.,N/A,1845,N/A,N/A,N/A
Clem,John,N/A,N/A,N/A,N/A,Experiences. . .by Mrs. Charlotte Martin Clem,1916,N/A,N/A,Wilkinson pr. co.,Dallas,p. 54-62,N/A,N/A,N/A,N/A,Baptist clergyman and farmer in Texas and Arkansas.,N/A,N/A,N/A,N/A,N/A
Clemens,Katharine (Boland),N/A,N/A,N/A,N/A,Gardens and books; the autobiography of Katharine Clemens,1938,N/A,N/A,International Mark Twain Society,"Webster Groves, Mo.",352 p,N/A,N/A,N/A,N/A,Missouri of the eighteen-eighties; life in France and England. The author’s husband was a doctor.,N/A,N/A,N/A,N/A,N/A
Clemens,Samuel Langhorne,N/A,N/A,N/A,N/A,Mark Twain’s autobiography,1924,N/A,N/A,Harpers,N.Y.,2 vols,N/A,N/A,N/A,N/A,"America’s humorist tells of his experiences in the new west as a miner and journalist, and of his later career as a comic writer. There is, of course, autobiographical material in his other writings.",N/A,1835,1910,N/A,N/A
Clement,Samuel Spottford,N/A,N/A,N/A,N/A,Memoirs,1908,N/A,N/A,Herald pr. co.,"Steubenville, Ohio",67 p,N/A,N/A,N/A,N/A,A former slave tells of his varied life as laborer in Pennsylvania and the Virginias and as constable and owner of hauling concern in Ohio.,N/A,186l,N/A,N/A,N/A
Clendenin,Henry Wilson,N/A,N/A,N/A,N/A,Autobiography,1926,N/A,N/A,State register co.,Springfield,421 p,N/A,N/A,N/A,N/A,Newspaper editor in Illinois.,N/A,N/A,N/A,N/A,N/A
Clevenger,Shobal Vail,N/A,N/A,N/A,N/A,"Fun in a doctor’s life, being the adventures of an American Don Quixote in helping to make the world better",1909,N/A,N/A,Evolution pub. co.,"Atlantic City, N.J.",291 p,N/A,N/A,N/A,N/A,Specialist in nervous and mental diseases; experiences in the Civil War and on the frontier; medical career in Illinois.,N/A,1843,1920,N/A,N/A
Clews,Henry,N/A,N/A,N/A,N/A,Fifty years in Wall Street,1908,N/A,N/A,Irving pub. co.,N.Y.,1062 p,N/A,N/A,N/A,N/A,"The author, a Wall Street banker and financier, makes many comments on the financial figures and events of the period covered.",N/A,1834,1923,N/A,N/A
Cline,Isaac Monroe,N/A,N/A,N/A,N/A,"Storms, floods and sunshine",1945,N/A,N/A,Pelican pub. co.,New Orleans,289 p,N/A,N/A,N/A,N/A,Meteorologist in Louisiana and Texas.,N/A,1861,N/A,N/A,N/A
Clinkscales,John George,N/A,N/A,N/A,N/A,On the old plantation; reminiscences of his childhood,1916,N/A,N/A,Band & White,"Spartanburg, S.C.",142 p,N/A,N/A,N/A,N/A,A story of youth.,N/A,N/A,N/A,N/A,N/A
Clinton,Henry Lauren,N/A,N/A,N/A,N/A,Extraordinary cases,1896,N/A,N/A,Harper,N.Y.,403 p,N/A,N/A,N/A,N/A,N/A,N/A,1820,1899,N/A,N/A
Clise,James William,N/A,N/A,N/A,N/A,Personal memoirs,1935,N/A,N/A,N.p.,N/A,N/A,N/A,N/A,N/A,N/A,"Investment banker in Washington. Includes his earlier experiences in lumber business and ranching in Colorado, and his boyhood on a farm in Wisconsin.",N/A,1855,1935,N/A,N/A
Cloman,Flora (Smith),N/A,N/A,N/A,N/A,I’d live it over,1941,N/A,N/A,Farrar & Rinehart,N.Y.,380 p,N/A,N/A,N/A,N/A,"Wife of an American diplomat tells of her experiences in London, Berlin, Mexico, Turkey and the Philippines, as well as of her girlhood in Minnesota and Wisconsin.",N/A,1869,N/A,N/A,N/A
Clough,John Everett,N/A,N/A,N/A,N/A,"Social Christianity in the Orient; the story of a man, a mission and a movement",1914,N/A,N/A,Macmillan,N.Y.,409 p,N/A,N/A,N/A,N/A,Baptist missionary to the Telegus of southern India.,N/A,1836,1910,N/A,N/A
Clouse,Demas Letherman,N/A,N/A,N/A,N/A,"The story of a boy’s life who went through poverty, perseverance and grace arose to the gospel ministry",1892,N/A,N/A,"Shell Rock, Iowa",N/A,129 p,N/A,N/A,N/A,N/A,"Baptist clergyman in Ohio, who in 1850 removed to Pennsylvania and later served in Illinois and Iowa.",N/A,N/A,N/A,N/A,N/A
Clune,Frank,N/A,N/A,N/A,N/A,Try anything once,1940,N/A,N/A,Angus & Robertson,London,243 p,N/A,N/A,N/A,N/A,A British born lumberjack in the Rockies in the 20th century.,N/A,1894,N/A,N/A,N/A
Cluverius,Thomas J.,N/A,N/A,N/A,N/A,"Cluverius. My life, trial and conviction",1887,N/A,N/A,"Andrews, Baptist & Clemmitt, prtrs.",Richmond,128 p,N/A,N/A,N/A,N/A,Murderer.,N/A,1861,1887,N/A,N/A
Clyman,James,N/A,N/A,N/A,N/A,"James Clyman, American frontiersman, 1792 — 1881",1928,N/A,N/A,California historical soc.,San Francisco,247 p,N/A,N/A,N/A,N/A,Trapper.,N/A,1792,1881,N/A,N/A
Coan,Frederick Gaylord,N/A,N/A,N/A,N/A,Yesterdays in Persia and Kurdistan,1939,N/A,N/A,Saunders studio press,"Claremont, Calif.",284 p,N/A,N/A,N/A,N/A,Presbyterian missionary.,N/A,1859,N/A,N/A,N/A
Coan,Titus,N/A,N/A,N/A,N/A,"Life in Hawaii, 1835—1881",1882,N/A,N/A,Randolph,N. Y.,325 p,N/A,N/A,N/A,N/A,Missionary.,N/A,1801,1882,N/A,N/A
Coates,Alexis Urial,N/A,N/A,N/A,N/A,Life story,N/A,N/A,N/A,No imprint,N/A,23 p,N/A,N/A,N/A,N/A,Iowa merchant and political figure who ran on the prohibitionist ticket for governor in 1901. The story of his boyhood days on a farm in Iowa is included.,N/A,1858,N/A,N/A,N/A
Cobb,Elijah,N/A,N/A,N/A,N/A,"Elijah Cobb, 1768 — 1848, a Cape Cod skipper",1925,N/A,N/A,Yale Univ. press,New Haven,83 p,N/A,N/A,N/A,N/A,Sea captain.,N/A,1768,1848,N/A,N/A
Cobb,Enos,N/A,N/A,N/A,N/A,"An exposition, to which is added an autobiographical sketch",1846,N/A,N/A,N/A,Montpelier,32 p,N/A,N/A,N/A,N/A,"Physician, lawyer and editor in Mass and Vermont.",N/A,N/A,N/A,N/A,N/A
Cobb,Irvin Schrewsbury,N/A,N/A,N/A,N/A,Exit laughing,1941,N/A,N/A,Bobbs -Merrill,Indianapolis,572 p,N/A,N/A,N/A,N/A,"Journalist in Kentucky and New York, humorist.",N/A,1876,1944,N/A,N/A
Cobb,Irvin Schrewsbury,N/A,N/A,N/A,N/A,Stickfuls,1923,N/A,N/A,Doran,N.Y.,355 p,N/A,N/A,N/A,N/A,"Journalist in Kentucky and New York, humorist.",N/A,1876,1944,N/A,N/A
Cobb,Sylvanus,N/A,N/A,N/A,N/A,Autobiography,1867,N/A,N/A,Universalist pub. house,Boston,552 p,N/A,N/A,N/A,N/A,Universalist clergyman and author in New England.,N/A,1798,1866,N/A,N/A
Cobbett,William,N/A,N/A,N/A,N/A,Life and adventures of Peter Porcupine,1927,N/A,N/A,Nonesuch press,London,p. 17-63,N/A,N/A,N/A,N/A,Includes the American experiences of the English journalist.,N/A,1763,1835,N/A,N/A
Cober,Alvin Alonzo,N/A,N/A,N/A,N/A,Telling on myself,1934,N/A,N/A,Berlin pub. co.,"Berlin, Pa.",286 p,N/A,N/A,N/A,N/A,Baptist missionary to Central America.,N/A,1861,N/A,N/A,N/A
Cocannover,Joseph A.,N/A,N/A,N/A,N/A,Trampling out the vintage,1945,N/A,N/A,Univ. of Okla. press,Norman,221 p,N/A,N/A,N/A,N/A,"Student and teacher of agriculture in Oklahoma, Philippines and China.",N/A,N/A,N/A,N/A,N/A
Cochran,Charles Blake,N/A,N/A,N/A,N/A,The secrets of a showman,1925,N/A,N/A,Heineman,London,422 p,N/A,N/A,N/A,N/A,N/A,N/A,1872,N/A,N/A,N/A
Coffin,Levi,N/A,N/A,N/A,N/A,"Reminiscences of Levi Coffin, the reputed president of the Underground Railway",1876,N/A,N/A,R. Clarke,Cine.,712 p,N/A,N/A,N/A,N/A,Indiana abolitionist.,N/A,1789,1877,N/A,N/A
Coffin,Rhoda M. (Johnson),N/A,N/A,N/A,N/A,"Rhoda M. Coffin; her reminiscences, addresses, papers and ancestry",1910,N/A,N/A,Grafton press,N.Y.,291 p,N/A,N/A,N/A,N/A,Religious worker in the Society of Friends.,N/A,1826,1909,N/A,N/A
Coffin,Robert,N/A,N/A,N/A,N/A,The last of the Logan,1941,N/A,N/A,Cornell univ. press,Ithaca,p. 29 — 187,N/A,N/A,N/A,N/A,Merchant sailor.,N/A,1833,1914,N/A,N/A
Coffin,Robert Peter Tristram,N/A,N/A,N/A,N/A,"Lost paradise, a boyhood on a Maine coast farm",1938,N/A,N/A,Macmillan,N.Y.,284 p,N/A,N/A,N/A,N/A,By the noted literary figure.,N/A,1892,N/A,N/A,N/A
Coffin,Robert Stevenson,N/A,N/A,N/A,N/A,"Life of the Boston bard, written by himself",1825,N/A,N/A,Stephen Marshall,"Mount Pleasant, N.Y.",203 p,N/A,N/A,N/A,N/A,Maine poet who served at sea during the War of 1812.,N/A,1797,1827,N/A,N/A
Coggin,William S.,N/A,N/A,N/A,N/A,"Discourse delivered at Boxford, Mass., May 10th, 1863, on the twenty-fifth anniversary of his settlement",1864,N/A,N/A,pr. at Kennebec journal office,Augusta,81 p,N/A,N/A,N/A,N/A,Congregational minister.,N/A,N/A,N/A,N/A,N/A
Coghlan,Mrs. John,N/A,N/A,N/A,N/A,Memoirs,1864,N/A,N/A,Morrell,N.Y.,158 p,N/A,N/A,N/A,N/A,The daughter of Major Moncrieffe who was seduced by Burr tells of the influences which led to her difficulties.,N/A,N/A,N/A,N/A,N/A
Cohan,George Michael,N/A,N/A,N/A,N/A,Twenty years on Broadway and the years it took to get there,1925,N/A,N/A,Harper,N.Y. & London,264 p,N/A,N/A,N/A,N/A,Reminiscences of the actor and playwright.,N/A,1878,1942,N/A,N/A
Cohen,Rose (Gallup),N/A,N/A,N/A,N/A,Out of the shadow,1918,N/A,N/A,George H. Doran co.,N.Y.,313 p,N/A,N/A,N/A,N/A,A Russian Jewish girl’s early experiences in Russia and her gradual adaptation to a N. Y. environment.,N/A,1880,N/A,N/A,N/A
Cocking,George,N/A,N/A,N/A,N/A,From the mines to the pulpit,1903,N/A,N/A,pr. for the author by Jennings & Eye,Cincinnati,177 p,N/A,N/A,N/A,N/A,From the mines of Colorado to a Methodist pulpit in Indiana.,N/A,1862,N/A,N/A,N/A
Cody,William Frederick,N/A,N/A,N/A,N/A,Autobiography of Buffalo Bill,1920,N/A,N/A,Cosmopolitan book corp.,N.Y.,328 p,N/A,N/A,N/A,N/A,"Trapper, scout, buffalo hunter on the plains and in the Rockies. Served as scout in the Civil War with Kansas Volunteers. Showman.",N/A,1846,1917,N/A,N/A
Coe,Charles Francis,N/A,N/A,N/A,N/A,Never a dull moment,1944,N/A,N/A,Hastings house,N.Y.,326 p,N/A,N/A,N/A,N/A,Writer of fiction and movie stories. He tells also of his legal experiences in New York and Florida.,N/A,1890,N/A,N/A,N/A
Coe,George Washington,N/A,N/A,N/A,N/A,Frontier fighter,1934,N/A,N/A,Houghton Mifflin,Boston,220 p,N/A,N/A,N/A,N/A,His life as an outlaw in the southwest with Billy the Kid.,N/A,1856,N/A,N/A,N/A
Coe,Urling Campbell,N/A,N/A,N/A,N/A,Frontier doctor,1939,N/A,N/A,The Macmillan co.,N.Y.,264 p,N/A,N/A,N/A,N/A,Oregon physician on the frontier.,N/A,1881,N/A,N/A,N/A
Coffey,Henry Davis,N/A,N/A,N/A,N/A,My life with God,n.d.,N/A,N/A,Economy pr. co.,Roanoke,156 p,N/A,N/A,N/A,N/A,Served for many years with the Virginia Christian Missionary Society. Member of the Christian Church.,N/A,1861,N/A,N/A,N/A
Coffin,Addison,N/A,N/A,N/A,N/A,Life and travels,1897,N/A,N/A,William G. Hubbard,Cleveland,570 p,N/A,N/A,N/A,N/A,"North Carolina abolitionist, later farmer in Indiana. After the Civil War, he promoted emigration to the West from North Carolina.",N/A,1822,1897,N/A,N/A
Coffin,Elijah,N/A,N/A,N/A,N/A,The life of Elijah Coffin,1863,N/A,N/A,E. Morgan,N.p.,307 p,N/A,N/A,N/A,N/A,"Farmer, teacher in North Carolina. Merchant in Ohio, banker in Indiana. This account closes with 1834.",N/A,1798,N/A,N/A,N/A
Coffin,Elizabeth Wood,N/A,N/A,N/A,N/A,A girl’s life in Germantown,1916,N/A,N/A,"Sherman, French",Boston,72 p,N/A,N/A,N/A,N/A,As described by the title.,N/A,N/A,N/A,N/A,N/A
Cole,Cyrenus,N/A,N/A,N/A,N/A,"I remember, I remember",1936,N/A,N/A,State historical society of Iowa,Iowa City,525 p,N/A,N/A,N/A,N/A,"Member of the House of Representatives from Iowa, who earlier was a journalist.",N/A,N/A,N/A,N/A,N/A
Cole,George Edward,N/A,N/A,N/A,N/A,Early Oregon,1905,N/A,N/A,Shaw & Borden,Spokane,95 p,N/A,N/A,N/A,N/A,"Politician, farmer in Oregon in the fifties.",N/A,1826,1906,N/A,N/A
Cole,Haydn Samuel,N/A,N/A,N/A,N/A,Haydn Samuel Cole and his ancestry,1935,N/A,N/A,priv. pr.,St. Paul,214 p,N/A,N/A,N/A,N/A,St. Paul lawyer and financier tells of his earlier career as a West Point officer in the first World War and against the Indians in the Dakotas.,N/A,1861,N/A,N/A,N/A
Cole,Henry G.,N/A,N/A,N/A,N/A,Confessions of an American opium eater,1895,N/A,N/A,J. H. Earle,Boston,241 p,N/A,N/A,N/A,N/A,As described by the title.,N/A,1851,N/A,N/A,N/A
Cole,Jacob H.,N/A,N/A,N/A,N/A,Under five commanders,1906,N/A,N/A,News pr. co.,Paterson,253 p,N/A,N/A,N/A,N/A,Union soldier with Army of the Potomac.,N/A,N/A,N/A,N/A,N/A
Cole,James Reid,N/A,N/A,N/A,N/A,Seven decades of my life,1913,N/A,N/A,John F. Worley pr. co.,Dallas,212 p,N/A,N/A,N/A,N/A,Member of the Texas legislature who was also a college professor and president. In the Civil War he served in a North Carolina outfit.,N/A,1839,N/A,N/A,N/A
Cole,Mary,N/A,N/A,N/A,N/A,Trials of triumphs of faith,1914,N/A,N/A,Gospel trumpet co.,"Anderson, Indiana",300 p,N/A,N/A,N/A,N/A,Mission worker in Chicago who earlier was Holiness preacher in Missouri.,N/A,1853,N/A,N/A,N/A
Cole,Thomas R.,N/A,N/A,N/A,N/A,Learning to be a school master,1922,N/A,N/A,Macmillan,N.Y.,60 p,N/A,N/A,N/A,N/A,Superintendent of schools in Seattle tells of his days as a high school teacher and principal.,N/A,1881,N/A,N/A,N/A
Coleman,Harry J.,N/A,N/A,N/A,N/A,"Give us a little smile, baby",1943,N/A,N/A,E. P. Dutton,N.Y.,258 p,N/A,N/A,N/A,N/A,"Adventures of a newspaper photographer for the Hearst publications in New York, San Francisco and Chicago.",N/A,N/A,N/A,N/A,N/A
Cohen,Mrs. S.J.,N/A,N/A,N/A,N/A,"Henry Luria; or, The little Jewish convert",1860,N/A,N/A,"Trow, printer",N.Y.,215 p,N/A,N/A,N/A,N/A,"A Protestant who married a Rabbi and was converted to the Jewish faith, who later came back to the Christian faith.",N/A,N/A,N/A,N/A,N/A
Cohn,Henry,N/A,N/A,N/A,N/A,Jugenderinnerungen,1914,N/A,N/A,N/A,"Stettin, Germany",55 p,N/A,N/A,N/A,N/A,"Peddler in New York and St. Louis in the fifties, then to California where he prospected for gold. The author returned to Europe in 1864.",N/A,1831,N/A,N/A,N/A
Cohn,Leopold,N/A,N/A,N/A,N/A,"The story of a modern missionary to an ancient people, being the autobiography of Leopold Cohn, missionary to the 250,000 Jews of Brooklyn, N.Y. 2nd ed.",1911,N/A,N/A,N/A,Brooklyn,N/A,N/A,N/A,N/A,N/A,As described by the title.,N/A,1862,N/A,N/A,N/A
Coker,Mrs. Hannah Lide,N/A,N/A,N/A,N/A,A story of the late war,1887,N/A,N/A,"Walter, Evans & Cogswell, printers",Charleston,47 p,N/A,N/A,N/A,N/A,Life in the South behind the lines.,N/A,N/A,N/A,N/A,N/A
Colburn,Zerah,N/A,N/A,N/A,N/A,A memoir of Zerah Colburn; written by himself,1833,N/A,N/A,N/A,"Springfield, Mass.",204 p,N/A,N/A,N/A,N/A,"A mathematics prodigy who later became a Congregational clergyman and still later a professor of languages, both in Vermont.",N/A,1804,1839,N/A,N/A
Colby,Albert,N/A,N/A,N/A,N/A,Incidents in the life of Albert Colby,1875,N/A,N/A,pr. by Albert Colby’s sons,"Portland, Maine",32 p,N/A,N/A,N/A,N/A,New England printer and bookseller.,N/A,1827,1890,N/A,N/A
Colby,Mrs. Julia A. (Hovey),N/A,N/A,N/A,N/A,Reminiscences,1916,N/A,N/A,N/A,"Springfield, Mo.",104 p,N/A,N/A,N/A,N/A,"Missouri school teacher, beginning with 1852.",N/A,1837,N/A,N/A,N/A
Colby,Mrs. Nathalie Sedgwick Washburn,N/A,N/A,N/A,N/A,Remembering,1938,N/A,N/A,"Little, Brown",Boston,308 p,N/A,N/A,N/A,N/A,A New York author tells of her life as wife of Wilson’s Secretary of State.,N/A,N/A,N/A,N/A,N/A
Cole,Cornelius,N/A,N/A,N/A,N/A,"Memoirs of Cornelius Cole, ex-senator of the United States from California",1908,N/A,N/A,McLoughlin bros.,N.Y.,354 p,N/A,N/A,N/A,N/A,Senator from California who earlier was a forty-niner.,N/A,1822,1924,N/A,N/A
Coleman,Seth,N/A,N/A,N/A,N/A,"Memoirs of Doctor Seth Coleman, A.M. of Amherst, (Mass.) containing I. A biographical sketch of his life and character. II. Extracts from his journal, taken by himself. III. His letters upon religious subjects. IV. His farewell address to his children. V. Sermon delivered at his funeral, by the Rev. Nathan Perkins",1817,N/A,N/A,N/A,New Haven,Z88 p,N/A,N/A,N/A,N/A,As described by the title.,N/A,1740,1816,N/A,N/A
Coles,George,N/A,N/A,N/A,N/A,My youthful days,1852,N/A,N/A,Lane & Scott,N.Y.,267 p,N/A,N/A,N/A,N/A,An English Methodist preacher tells of his early life and of his settling in New York state.,N/A,1792,1858,N/A,N/A
Coles,George,N/A,N/A,N/A,N/A,My first seven years in America,1854,N/A,N/A,Carlton & Phillips,N.Y.,314 p,N/A,N/A,N/A,N/A,"Experiences of a Methodist minister, born in England, among the churches in New York state.",N/A,1792,1858,N/A,N/A
Coles,George,,,N/A,N/A,Incidents of my later years,1855,N/A,N/A,Carlton & Phillips,N.Y.,315 p,N/A,N/A,N/A,N/A,"Methodist in Mass., New Jersey and New York. He was also a missionary to the Indians in New York.",N/A,1792,1858,N/A,N/A
Collier,Constance,,,N/A,N/A,Harlequinade; the story of my life,1929,N/A,N/A,John Lane,London,294 p,N/A,N/A,N/A,N/A,English actress who several times appeared in the U.S.,N/A,1878,N/A,N/A,N/A
Collings,Kenneth Brown,,,N/A,N/A,Just for the hell of it,1938,N/A,N/A,"Dodd, Mead",N.Y.,373 p,N/A,N/A,N/A,N/A,"Adventures of a marine aviator, free-lance writer, and war correspondent in Haiti, Abyssinia, and elsewhere. His experiences in Czechoslovakia as a correspondent are told in his book, These Things I Saw. (1939).",N/A,1898,1941,N/A,N/A
Collins,Elizabeth,Ballinger,N/A,N/A,N/A,Memoirs,1833,N/A,N/A,N. Kite,Phila.,144 p,N/A,N/A,N/A,N/A,A minister in the Society of Friends in New Jersey.,N/A,1755,1831,N/A,N/A
Collins,Hubert Edwin,,,N/A,N/A,Warpath and cattle trail,1928,N/A,N/A,William Morrow co.,N.Y.,296 p,N/A,N/A,N/A,N/A,Story of youth on ranch in Oklahoma.,N/A,1872,N/A,N/A,N/A
Collins,James,,,N/A,N/A,Test pilot,1935,N/A,N/A,"Double-day, Doran & co.",Garden City,178 p,N/A,N/A,N/A,N/A,As described by the title.,N/A,1904,1935,N/A,N/A
Collins,James Potter,,,N/A,N/A,Autobiography of a revolutionary soldier,1859,N/A,N/A,pr. by Feliciana Democrat,"Clinton, La.",176 p,N/A,N/A,N/A,N/A,"He was also a frontier farmer, horse trader and tailor in Georgia and Tennessee.",N/A,1763,1844,N/A,N/A
Collins,John Sloan,,,N/A,N/A,Across the plains in ’64: incidents of early days west of the Missouri,1911,N/A,N/A,National printing co.,Omaha,"151, 152 p",N/A,N/A,N/A,N/A,"Trader, cattleman, Sioux Indian commissioner.",N/A,1839,N/A,N/A,N/A
Collins,Mrs. Libby,Smith,N/A,N/A,N/A,The cattle queen of Montana,n.d.,N/A,N/A,Dyer pr. co.,Spokane,260 p,N/A,N/A,N/A,N/A,Ranch woman on the frontier including troubles with Indians.,N/A,N/A,N/A,N/A,N/A
Collins,Loren Warren,,,N/A,N/A,The story of a Minnesotan,N/A,N/A,N/A,No imprint,1912?,86 p,N/A,N/A,N/A,N/A,"Lawyer, politician and state judge in Minnesota, including pioneer experiences as a teacher.",N/A,1838,N/A,N/A,N/A
Collins,Lorin Cone,,,N/A,N/A,Autobiography,1934,N/A,N/A,Lincan pr. co.,Chicago,201 p,N/A,N/A,N/A,N/A,"Member of the Isthmian Canal Commission tells of his experiences as lawyer, federal judge and state legislator in Illinois.",N/A,1848,1940,N/A,N/A
Collins,Mary C.,,,N/A,N/A,Winona,1918?,N/A,N/A,American missionary ass’n.,N.Y.,11 p,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Collins,Asa Weston,,,N/A,N/A,Doctor Asa,1941,N/A,N/A,Ward Missionary,"Ritchie, Los Angeles",172 p,N/A,N/A,N/A,N/A,Surgeon missionary to the Indians in the Dakotas beginning with 1875.,N/A,1875,N/A,N/A,N/A
Collins,Dennis,,,N/A,N/A,The Indians’ last fight,1915,N/A,N/A,Press of the Appeal to Reason,"Girard, Kansas",326 p,N/A,N/A,N/A,N/A,Canadian born cattle rancher in Texas.,N/A,N/A,N/A,N/A,N/A
Collis,Mrs. Septima,,,N/A,N/A,Lights by the way,1944,N/A,N/A,Hudson-Kimberly pub. co.,Kansas City,245 p,N/A,N/A,N/A,N/A,Life in Alabama and Baltimore in post-Civil War days.,N/A,N/A,N/A,N/A,N/A
Collis,Mrs. Charles H. T.,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Collis,Mrs. Septima Maria,,,N/A,N/A,"A woman’s war record, 1861 — 1865",1889,N/A,N/A,Putnam,N.Y.,78 p,N/A,N/A,N/A,N/A,The wife of a Union army officer.,N/A,1842,1917,N/A,N/A
Coman,Mrs. Martha,,,N/A,N/A,Memories,1913,N/A,N/A,Fort Hill press,Boston,310 p,N/A,N/A,N/A,N/A,N/A,N/A,1826,1911,N/A,N/A
Collyer,Robert,,,N/A,N/A,Some memories,1908,N/A,N/A,American Unitarian association,Boston,248 p,N/A,N/A,N/A,N/A,Unitarian minister in Chicago and New York; early life in England and early days in America.,N/A,1823,1912,N/A,N/A
Combs,George Hamilton,,,N/A,N/A,I’d take this way again,1944,N/A,N/A,The Bethany press,St. Louis,256 p,N/A,N/A,N/A,N/A,Clergyman of the Disciple faith in Missouri and Kentucky.,N/A,1864,N/A,N/A,N/A
Collyer,Robert H.,,,N/A,N/A,Lights and shadows of American life,1838?,N/A,N/A,Brainard & co.,Boston,320 p,N/A,N/A,N/A,N/A,Narrative of the author’s experiences as a marine engineer officer and of the women encountered during his career.,N/A,N/A,N/A,N/A,N/A
Colton,Eleanora Garner,,,N/A,N/A,Memories,N/A,N/A,N/A,No imprint,N/A,25 p,N/A,N/A,N/A,N/A,Girlhood days on a farm in Iowa in the forties and fifties.,N/A,1845,N/A,N/A,N/A
Comstock,Andrew,,,N/A,N/A,"Autobiography of A. Comstock, M.D., in trochaic verse",1857,N/A,N/A,C. G. Henderson,Phila.,28 p,N/A,N/A,N/A,N/A,Physician and elocutionist in Philadelphia.,N/A,1795,1864,N/A,N/A
Comstock,Joshua,,,N/A,N/A,A short history,1822,N/A,N/A,No imprint,Providence,8 p,N/A,N/A,N/A,N/A,A New York school teacher tells of his conversion to the faith.,N/A,1790,N/A,N/A,N/A
Colton,Gardner Quincy,,,N/A,N/A,Boyhood recollections; the story of a busy life,1897,N/A,N/A,printed by A. G. Sherwood & co.,N.Y.,26 p,N/A,N/A,N/A,N/A,N/A,N/A,1814,1898,N/A,N/A
