author1_last_name,author1_first_name,author2_last_name,author2_first_name,editor1_last_name,editor1_first_name,title,original_date_of_publication,second_or_later_date_of_publication,volume,publisher,publisher_location,number_of_pages,dictation,name_of_transcriber,translation,name_of_translator,summary,occupations,date_of_birth,date_of_death,place_of_birth,other_places_lived
Conner,Virginia (Brandreth),N/A,N/A,N/A,N/A,What Father forbad,N/A,1951,N/A,Dorrance and Co.,Philadelphia,219 p,N/A,N/A,N/A,N/A,"In a sprightly account, the socialite wife of an Army general describes an active life including entertainment...",N/A,1877,N/A,N/A,N/A
Conrad,Barnaby,N/A,N/A,N/A,N/A,Fun while it lasted,N/A,1969,N/A,Random House,New York,392 p,N/A,N/A,N/A,N/A,At nineteen he jumped into a Mexican bullring on a dare...,N/A,1922,N/A,N/A,N/A
Conroy,Frank,N/A,N/A,N/A,N/A,Stop-time,1967,1977,N/A,Penguin Books,New York,283 p,N/A,N/A,N/A,N/A,"A re-creation of Conroy's childhood and youth, ranging from rural Chula Vista, Florida...",N/A,1936,N/A,N/A,N/A
Conway,Ainslie,N/A,N/A,Conway,Frances,The enchanted islands,N/A,1947,N/A,G.P. Putnam's Sons,New York,287 p,N/A,N/A,N/A,N/A,Pioneering for five years in the Galapagos Islands (1937-1942).,N/A,N/A,N/A,N/A,N/A
Cook,Frederick Albert,N/A,N/A,Pohl,Frederick J.,Return from the Pole,N/A,1951,N/A,Pellegrini and Cudahy,New York,335 p,N/A,N/A,N/A,N/A,"Written between 1930 and 1935, Dr. Cook's narrative describes his party's dangerous journey back from the North Pole...",N/A,1865,1940,N/A,N/A
Cook,Harold Oatman,N/A,N/A,Carter,Lewis A.,Fifty years a forester,N/A,1961,N/A,Massachusetts Forest and Park Association,Boston,62 p,N/A,N/A,N/A,N/A,Cook began his forestry career in 1907 when Theodore Roosevelt and Gifford Pinchot were leading the forest conservation movement...,N/A,1885,N/A,N/A,N/A
Cook,James H. (Captain Jim),N/A,N/A,Dobie,J. Frank,"Fifty years on the old frontier: as cowboy, hunter, guide, scout, and ranchman",1923,1980,N/A,University of Oklahoma Press,Norman,253 p,N/A,N/A,N/A,N/A,"Cook went west, learned to be an expert cowboy, hunter, and guide...",N/A,1857,1942,N/A,N/A
Cook,John L.,N/A,N/A,N/A,N/A,The advisor,N/A,1973,N/A,Dorrance & Co.,Philadelphia,287 p,N/A,N/A,N/A,N/A,For 25 months he was stationed in Vietnam...,N/A,N/A,N/A,N/A,N/A
Cook,William Henry,N/A,N/A,Bascom,Frederick G.,"Letters of a Ticonderoga farmer: selections from the correspondence of William H. Cook and his wife with their son, Joseph Cook, 1851-1885",1851,1946,N/A,Cornell University Press,"Ithaca, New York",134 p,N/A,N/A,N/A,N/A,"Farm life in Ticonderoga; son's experience at Andover, Yale, Harvard; and his career as a lecturer for YMCA.",N/A,1812,1885,N/A,N/A
Cooke,Anne (Strother) Kirk Rogers,N/A,N/A,N/A,N/A,The other Mrs. Simpson: postscript to the love story of the century,N/A,1977,N/A,Vantage Press,New York,203 p,N/A,N/A,N/A,N/A,"A former alcoholic socialite in the 1930’s and 1940’s writes of her unfulfilled relationship with her sister, Mary, who married Emest A. Simpson, former husband of the Duchess of Windsor.",N/A,N/A,N/A,N/A,N/A
Cooley,Mortimer Elwyn,N/A,N/A,Keatley,Vivien B.,Scientific blacksmith: autobiography,1947,1972,N/A,Arno Press,New York,290 p,N/A,N/A,N/A,N/A,"Boyhood in western New York; training at the U.S. Naval Academy, Annapolis; professor, then Dean of the College of Engineering, University of Michigan, 1881-1928.",N/A,1855,1944,N/A,N/A
Coolidge,Elizabeth Sprague,N/A,N/A,N/A,N/A,"Da Capo: a paper read before the Mothers' Club, Cambridge, Mass., March 13, 1951",N/A,1952,N/A,"Library of Congress, Elizabeth Sprague Coolidge Foundation","Washington, D.C.",14 p,N/A,N/A,N/A,N/A,"Coolidge describes her activities as a patron of music, 1916-1950, particularly of the Berkshire Quartet and Berkshire Festival, and of concerts in the Library of Congress.",N/A,1864,1953,N/A,N/A
Coon,Helen L.,N/A,N/A,N/A,N/A,"Trial and triumph, or, I never gave up, never!",N/A,1973,N/A,The Eldnar Press,"Clearwater, Florida",95 p,N/A,N/A,N/A,N/A,"Published in the early era of Women's Liberation, this book tells the story of a woman widowed during World War I who kept working, established an independent business, remarried, and developed a life of contentment, all 'on her own.'",N/A,N/A,N/A,N/A,N/A
Coons,William R.,N/A,N/A,N/A,N/A,Attica diary,N/A,1972,N/A,Stein and Day,New York,238 p,N/A,N/A,N/A,N/A,"A day-by-day account of Coons's fifteen-month's term in Attica prison, his thoughts, conflicts, and rage at the inhuman debasement of prison life.",N/A,N/A,N/A,N/A,N/A
Cooper,James Fenimore,N/A,N/A,Cooper,James Fenimore,Correspondence of James Fenimore Cooper,1922,1971,N/A,Books for Libraries Press,"Freeport, New York",N/A,N/A,N/A,N/A,N/A,"Despite the fact that much Cooper material was destroyed, his character is revealed in his extant letters.",N/A,1789,1851,N/A,N/A
Cooper,James Fenimore,N/A,N/A,Beard,James Franklin,The letters and journals of James Fenimore Cooper,N/A,1960-1968,N/A,The Belknap Press of Harvard University Press,Cambridge,6v,N/A,N/A,N/A,N/A,"These six volumes of his letters and journals, 1800-1851, have as their central theme his relationship to his country and record almost every phase of American life.",N/A,1789,1851,N/A,N/A
Cooper,Kent,N/A,N/A,N/A,N/A,Kent Cooper and the Associated Press: an autobiography,N/A,1959,N/A,Random House,New York,334 p,N/A,N/A,N/A,N/A,Much of his sixty-year career in journalism was devoted to organizing the Associated Press.,N/A,1880,1965,N/A,N/A
Cooper,Miriam,N/A,N/A,N/A,N/A,Dark lady of the silents; my life in early Hollywood,N/A,1973,N/A,"The Bobbs-Merrill Co., Inc.",Indianapolis,256 p,N/A,N/A,N/A,N/A,Her book describes her life in early Hollywood as a star and later as a friend and participant in the film world.,N/A,1891,N/A,N/A,N/A
Copley,John Singleton,N/A,N/A,N/A,N/A,"Letters and papers of John Singleton Copley and Henry Pelham, 1739-1776",1914,1972,N/A,AMS Press,New York,384 p,N/A,N/A,N/A,N/A,These papers provide interesting information on the painter's early work.,N/A,1738,1815,N/A,N/A
Copper,Arnold,N/A,N/A,Leon,Coralee,Psychic summer,N/A,1976,N/A,Dial Press,New York,184 p,N/A,N/A,N/A,N/A,An interior decorator describes fourteen Ouija board seances at Fire Island in the summer of 1976 that conjured up tormented spirits.,N/A,N/A,N/A,N/A,N/A
Coppini,Pompeo,N/A,N/A,N/A,N/A,From dawn to sunset,N/A,1949,N/A,Press of the Naylor Co.,"San Antonio, Texas",404 p,N/A,N/A,N/A,N/A,"A sculptor discusses his life and work, primarily in San Antonio.",N/A,1870,1957,N/A,N/A
Corey,Stephen Jared,N/A,N/A,N/A,N/A,As I look back,N/A,1958,N/A,College of the Bible,"Lexington, Kentucky",88 p,N/A,N/A,N/A,N/A,"Corey became an ordained Disciple of Christ minister and traveled to Africa, the Orient, Latin America, India, and Palestine.",N/A,1874,N/A,N/A,N/A
Corlett,Charles H.,N/A,N/A,Farrington,Wm.,Cowboy Pete: the autobiography of Major General Charles H. Corlett,N/A,1974,N/A,Sleeping Fox Enterprises,"Santa Fe, New Mexico",127 p,N/A,N/A,N/A,N/A,"Raised in the cattle country of Colorado, Corlett attended West Point and served in World War I.",N/A,1884,1971,N/A,N/A
Cornelins,Temple H.,N/A,N/A,N/A,N/A,Sheepherder's gold,N/A,1964,N/A,Sage Books,Denver,186 p,N/A,N/A,N/A,N/A,"Writing in language surprisingly formal in comparison with the rough-and-ready prospector's life he describes, Cornelius tells of the searches he and others made for gold in New Mexico and Colorado during the early part of the twentieth century. Forgotten or misplaced caches; friendly and hostile Ute Indians, Mexicans, and rural prospectors; and rugged terrain and weather complicate the quest.",N/A,1891,1964,N/A,N/A
Corner,George Washington,N/A,N/A,N/A,N/A,Anatomist at large: an autobiography and selected essays,1958,1969,N/A,Books for Libraries Press,"Freeport, New York",215 p,N/A,N/A,N/A,N/A,"Corner's details of his student years at Johns Hopkins and his career in biology as a professor and physician. Citing many distinguished members of the profession, he gives a short history of medical advancements in the first half of this century.",N/A,1889,N/A,N/A,N/A
Cornish,Nellie C.,N/A,N/A,Browne,Ellen,Miss Aunt Nellie: the autobiography of Nellie C. Cornish,N/A,1964,N/A,University of Washington Press,Seattle,283 p,N/A,N/A,N/A,N/A,"Cornish traces the development of the Cornish School in Seattle, from its birth as a school for music lessons to an academy offering dance, puppetry, and drama as well as instrumental instruction. She recalls many of the 20,000 students she knew in her 25 years with the school, emphasizing their successes all over the world.",N/A,1876,1956,N/A,N/A
Cornwell,Barbara,N/A,N/A,N/A,N/A,Bush rebels: a personal account of Black revolt in Africa,N/A,1972,N/A,"Holt, Rinehart and Winston",New York,252 p,N/A,N/A,N/A,N/A,"A white journalist has recorded her experiences and observations while living with Black guerrilla revolutionaries fighting for their independence from Portugal in Mozambique, East Africa, and Portuguese Guinea, West Africa.",N/A,N/A,N/A,N/A,N/A
Corrothers,James David,N/A,N/A,Baker,Ray Stannard,In spite of the handicap: an autobiography,1916,1971,N/A,Books for Libraries Press,"Freeport, New York",238 p,N/A,N/A,N/A,N/A,"Born in Michigan and educated at Northwestern University, he became a journalist, a poet, and a Baptist minister. His book describes the difficulties faced by Northern Blacks and by intelligent Blacks whose early success made their brothers uneasy.",N/A,1869,1917,N/A,N/A
Corum,Bill (Martene Windsor Corum),N/A,N/A,Mann,Arthur,Off and running,N/A,1959,N/A,Henry Holt,New York,303 p,N/A,N/A,N/A,N/A,"This is the tape-recorded transcription of Corum's life, focusing on his 35 years as a sports columnist for the New York Journal. His specialty was baseball, though he also covered several Kentucky Derby races and some boxing matches. He fought in France in World War I and served as a war correspondent in World War II.",N/A,1894,1958,N/A,N/A
Cosell,Howard,N/A,N/A,Herskowitz,Mickey,Cosell,N/A,1973,N/A,Playboy Press,Chicago,390 p,N/A,N/A,N/A,N/A,"An interesting account of his life in sports, especially as a sportscaster on radio and television. The book begins with the 1972 Olympics in Munich, where he recorded the scene as Palestinian guerrillas held Israeli athletes hostage. His book frequently focuses on the heroism of athletes.",N/A,1920,N/A,N/A,N/A
Cosell,Howard,N/A,N/A,N/A,N/A,Like it is,N/A,1974,N/A,Playboy Press,"Chicago, Illinois",304 p,N/A,N/A,N/A,N/A,"Cosell thrives on being a controversial and abrasive sports broadcaster. In this sequel to his Cosell, he continues to follow his self-proclaimed goals of the pursuit of truth and the correction of wrong-doing. He writes of people he respects, answers questions he finds stimulating, and discusses his reactions to issues in sports.",N/A,1920,N/A,N/A,N/A
Coslow,Sam,N/A,N/A,N/A,N/A,Cocktails for two: the many lives of giant songwriter,N/A,1977,N/A,Arlington House,"New Rochelle, New York",309 p,N/A,N/A,N/A,N/A,"A composer of over 500 tunes for films and Broadway musicals describes his fifty-year career in show business which also involved stints as a vaudevillian, singer, piano player, band leader, and film producer. In the mid-1950's, when music moved from big bands to rock, Coslow became a successful investment service advisor as publisher of Indicator Digest.",N/A,1902,N/A,N/A,N/A
Coss,Richard David,N/A,N/A,Summers,Jo Ann,Wanted,N/A,1977,N/A,Beta Books,"San Diego, California",132 p,N/A,N/A,N/A,N/A,"Coss ecstatically recounts his experience as a born-again Christian, which began in 1969 when he was converted in prison. A twelve-year record of 33 arrests for car theft, assault and battery, and other crimes had landed him in various detention homes and prisons, but Christianity and marriage to another born-again Christian completely reformed him; he now runs a full-time ministry for prisoners.",N/A,1944,N/A,N/A,N/A
Cotton,Ella (Earls),N/A,N/A,N/A,N/A,Spark for my people: the sociological autobiography of a Negro teacher,N/A,1954,N/A,Exposition,New York,288 p,N/A,N/A,N/A,N/A,"A Black teacher who lived in Virginia, Kentucky, and Alabama describes her growing racial and humanitarian awareness and how her teaching developed from such growth.",N/A,N/A,N/A,N/A,N/A
Cotton,Norris,N/A,N/A,N/A,N/A,In the Senate: amidst the conflict and turmoil,N/A,1978,N/A,"Dodd, Mead & Company",New York,239 p,N/A,N/A,N/A,N/A,"Cotton covers the years he was a U.S. Senator and Congressman, from Truman to Ford. He discusses presidential policy, the problems in the land of politics. But basically, Cotton uses this book as a soapbox to propound his conservative views: he especially rants against government spending and Democratic presidents.",N/A,1900,N/A,N/A,N/A
Cousy,Robert,N/A,N/A,Hirschberg,Al,Basketball is my life,N/A,1958,N/A,"Prentice-Hall, Inc.","Englewood Cliffs, New Jersey",217 p,N/A,N/A,N/A,N/A,Basketball player for the Boston Celtics describes his career in the game.,N/A,1928,N/A,N/A,N/A
Covello,Leonard,N/A,N/A,D'Agostino,Guido,Heart is the teacher,N/A,1958,N/A,"McGraw-Hill Book Co., Inc.",New York,275 p,N/A,N/A,N/A,N/A,"A teacher and principal in the New York City public schools for 45 years describes his childhood in Italy, his adolescence as an immigrant in East Harlem, and his devotion to education in immigrant neighborhoods.",N/A,1887,N/A,N/A,N/A
Cowles,Fleur Fenton,N/A,N/A,N/A,N/A,Friends and memories,N/A,1978,N/A,"Reynal and Co., William Morrow and Co.",New York,311 p,N/A,N/A,N/A,N/A,"Cowles, an energetic journalist and jet-setter, describes her passion for travel and flying and her interest in art, including publishing the arty Flair for one year and painting. Among famous people she has met are Queen Elizabeth II, Bernard Baruch, Eva Peron, and Harry Truman.",N/A,1910,N/A,N/A,N/A
Cowles,Russell,N/A,N/A,Bear,Donald,Russell Cowles: forty-eight reproductions of paintings and twenty letters by the artist,N/A,1946,N/A,Dalzell Hatfield,Los Angeles,53 p,N/A,N/A,N/A,N/A,"This volume consists of a 27-page biographical and critical introduction, 47 reproductions of Cowles' paintings, followed by 24 pages of letters to his representatives explaining the way he painted some of the pictures.",N/A,1887,N/A,N/A,N/A
Cowley,Malcolm,N/A,N/A,N/A,N/A,The dream of the golden mountains: remembering the 1930's,N/A,1980,N/A,The Viking Press,New York,328 p,N/A,N/A,N/A,N/A,"This sequel to Exile's Return focuses on New York in the 1930's as the focal point of left-wing politics, viewed by Cowley from his position as editor of The New Republic.",N/A,1898,N/A,N/A,N/A
Cowley,Malcolm,N/A,N/A,N/A,N/A,Letters and memories: 1944-1962,N/A,1966,N/A,The Viking Press,New York,184 p,N/A,N/A,N/A,N/A,"The letters that passed between novelist William Faulkner and the literary critic Cowley over eighteen years, with connecting narrative supplied by Cowley.",N/A,1898,N/A,N/A,N/A
Cowley,Malcolm,N/A,N/A,N/A,N/A,The view from 80,N/A,1980,N/A,The Viking Press,New York,74 p,N/A,N/A,N/A,N/A,"After writing an article for Life Magazine on growing old, Cowley expanded it into this book, adding examples, anecdotes and observations as a personal message to his peers.",N/A,1898,N/A,N/A,N/A
Cox,James Middleton,N/A,N/A,N/A,N/A,Journey through my years,N/A,1946,N/A,Simon and Schuster,New York,463 p,N/A,N/A,N/A,N/A,"Describes fifty years as journalist and public servant, including experience as Governor of Ohio and Democratic nominee for President.",N/A,1870,1957,N/A,N/A
Cox,Marian Metcalf,N/A,N/A,Geismar,Maxwell,The sphinx wore an orchid: memoirs of Marian Cox,N/A,1967,N/A,Vantage Press,New York,244 p,N/A,N/A,N/A,N/A,"Cox writes about her life as a 'feminine parasite,' and her experiences with family hardships and exploration of societal expectations.",N/A,1882,N/A,N/A,N/A
Craig,Howard Arnold,N/A,N/A,N/A,N/A,Sunward I've climbed: a personal narrative of peace and war,N/A,1975,N/A,Texas Western Press,EI Paso,171 p,N/A,N/A,N/A,N/A,"Craig devoted himself to airplanes and the U.S. Air Service/Air Corps, eventually becoming commandant of the National War College.",N/A,1897,N/A,N/A,N/A
Craig,Robert W.,N/A,N/A,N/A,N/A,Storm and sorrow in the High Pamirs,1977,1980,N/A,Simon & Schuster,New York,223 p,N/A,N/A,N/A,N/A,A story of adventure and tragedy climbing mountains in the Pamirs Range during a 1974 expedition.,N/A,N/A,N/A,N/A,N/A
Crain,Clara (Moore),N/A,N/A,N/A,N/A,We shall rise,N/A,1955,N/A,Pageant Press,New York,68 p,N/A,N/A,N/A,N/A,"Mrs. Crain tells of the personal problems faced by her family, including mental illness and alcoholism, and how her faith and nursing career helped her cope.",N/A,1905,N/A,N/A,N/A
Cranch,Christopher Pearse,N/A,N/A,Scott,Leonora,"Life and letters of Christopher Pearse Cranch, by his daughter Leonora Cranch Scott",1917,1969,N/A,AMS Press,New York,395 p,N/A,N/A,N/A,N/A,"After a career as a minister, Cranch became a poet and painter, his life documented through letters and autobiography combined by his daughter.",N/A,1813,1892,N/A,N/A
Crane,Clinton Hoadley,N/A,N/A,N/A,N/A,Clinton Crane's yachting memories,N/A,1952,N/A,D. Van Nostrand Co.,New York,216 p,N/A,N/A,N/A,N/A,A naval architect describes his sixty-year career and provides a history of twentieth-century yacht design and racing intertwined with autobiography.,N/A,1873,1958,N/A,N/A
Crane,Harold Hart,N/A,N/A,Weber,Brom,"Letters of Hart Crane, 1916-1932",1952,1965,N/A,University of California Press,Berkeley,412 p,N/A,N/A,N/A,N/A,"The poet's letters are arranged chronologically and geographically, primarily discussing daily events and literature, many of which are addressed to his mother.",N/A,1899,1932,N/A,N/A
Crane,Stephen,N/A,N/A,Stallman,R.W.,Letters,N/A,1960,N/A,New York University Press,New York,366 p,N/A,N/A,N/A,N/A,"This scholarly edition of Crane's lifetime correspondence includes letters to and from Crane and his relatives, publishers, and other authors, including Joseph Conrad and H.G. Wells. These cover his career as a war correspondent and author.",N/A,1871,1900,N/A,N/A
Crane,Stephen,N/A,N/A,Bowers,Fredson,Reports of war: war dispatches; great battles of the world,1964,1971,N/A,University Press of Virginia,Charlottesville,677 p,N/A,N/A,N/A,N/A,"This volume includes Crane's known newspaper war dispatches from Greece, Florida, Cuba, Puerto Rico, and England, as well as his 'Great Battles of the World.'",N/A,1871,1900,N/A,N/A
Crane,Stephen,N/A,N/A,Katz,Joseph,Stephen Crane in the West and Mexico,N/A,1970,N/A,Kent State University Press,"Kent, Ohio",109 p,N/A,N/A,N/A,N/A,"Seventeen newspaper articles written by Stephen Crane during a trip in 1895, covering his experiences in Nebraska, New Orleans, Texas, and Mexico.",N/A,1871,1900,N/A,N/A
Crane,Stephen,N/A,N/A,Cady,Edwin H.,Stephen Crane's love letters to Nellie Crouse,N/A,1954,N/A,Syracuse University Press,Syracuse,54 p,N/A,N/A,N/A,N/A,"The letters were written primarily from New York to Nellie Crouse and cover Crane's experiences, including his trip to Mexico.",N/A,1871,1900,N/A,N/A
Blowsnake,Sam,N/A,N/A,Radin,Paul,The autobiography of a Winnebago Indian,N/A,1963,N/A,Dover Publications,New York,91 p,N/A,N/A,N/A,N/A,"Written around 1917, the book is a series of confessions about his life as a drunkard and womanizer who eventually returned to his true religion, the Peyote Cult.",N/A,1875,N/A,N/A,N/A
Craven,Mar,N/A,N/A,,,Again calls the owl,N/A,1980,N/A,G.P. Putnam's Sons,New York,120 p,N/A,N/A,N/A,N/A,An account of her journey to becoming a writer and her life experiences starting from her college days during World War I.,N/A,1901,N/A,N/A,N/A
Crawford,Cheryl,N/A,N/A,,,One naked individual: my fifty years in the theatre,N/A,1977,N/A,Bobbs-Merrill Co.,Indianapolis,275 p,N/A,N/A,N/A,N/A,Crawford's unsentimental account of her fifty-year career in theater provides insight into the complexities of producing and directing plays.,N/A,N/A,N/A,N/A,N/A
Crawford,Dorothy Painter,N/A,N/A,,,"Stay with it, Van: from the diary of Mississippi's first lady mayor",N/A,1958,N/A,Exposition Press,New York,312 p,N/A,N/A,N/A,N/A,"Covers her time as the first female mayor in Mississippi, along with snippets of her childhood and college experiences.",N/A,N/A,N/A,N/A,N/A
Crawford,Joan,N/A,N/A,,,A portrait of Joan: the autobiography of Joan Crawford,N/A,1962,N/A,"Doubleday & Co., Inc.","Garden City, New York",239 p,N/A,N/A,N/A,N/A,An autobiographical account detailing Joan Crawford's challenging childhood and her multifaceted career in Hollywood.,N/A,1908,1977,N/A,N/A
Crawford,Thomas Edgar,N/A,N/A,Dykes,Jeff C.,"The West of the Texas Kid, 1881-1910: recollections of Thomas Edgar Crawford, cowboy, gun fighter, rancher, hunter, miner",N/A,1962,N/A,University of Oklahoma Press,Norman,202 p,N/A,N/A,N/A,N/A,An entertaining collection of stories and yarns reflecting 'The Texas Kid's' life experiences in the American West.,N/A,1867,1941,N/A,N/A
Creel,George,N/A,N/A,,,Rebel at large: recollections of fifty crowded years,N/A,1947,N/A,G.P. Putnam's Sons,New York,384 p,N/A,N/A,N/A,N/A,Creel's account reflects his journalism career and the social political changes he witnessed.,N/A,1875,1953,N/A,N/A
Crews,Harry,N/A,N/A,,,Blood and grits,N/A,1979,N/A,Harper & Row,New York,213 p,N/A,N/A,N/A,N/A,Essays that evoke Crews's earthy Southern personality while capturing diverse experiences.,N/A,1935,N/A,N/A,N/A
Crews,Harry,N/A,N/A,,,Childhood: the biography of a place,N/A,1978,N/A,Harper & Row,New York,171 p,N/A,N/A,N/A,N/A,"A re-creation of Crews's childhood in Georgia, blending tough family dynamics with the richness of friendships.",N/A,1935,N/A,N/A,N/A
Crile,George Washington,N/A,N/A,Crile,Grace,George Crile; an autobiography,N/A,1947,N/A,J.B. Lippincott Co.,Philadelphia,2v.,N/A,N/A,N/A,N/A,The remarkable career of an outstanding surgeon and medical researcher who was one of four founders of the Cleveland Clinic.,N/A,1864,1943,N/A,N/A
Crockett,David,N/A,N/A,N/A,N/A,Adventures of Davy Crockett: told mostly by himself,N/A,1955,N/A,Charles Scribner,New York,246 p.,N/A,N/A,N/A,N/A,This book concerns Davy Crockett as a frontiersman in Tennessee and Texas.,N/A,1786,1836,N/A,N/A
Crockett,David,N/A,N/A,N/A,N/A,A narrative of the life of David Crockett,1835,1973,N/A,University of Tennessee Press,Knoxville,373 p.,N/A,N/A,N/A,N/A,"Narrative of his life published in 1834; account of his tour to the north and down east, and his exploits and adventures in Texas.",N/A,1786,1836,N/A,N/A
Crofut,William,N/A,N/A,Kennedy,Robert F.,Troubadour; a different battlefield,N/A,1968,N/A,E.P. Dutton,New York,283 p.,N/A,N/A,N/A,N/A,A modestly told and heartwarming account of the author's tour as a 'troubadour of goodwill.',N/A,N/A,N/A,N/A,N/A
Crompton,George,N/A,N/A,N/A,N/A,Mariemont,N/A,1952,N/A,N/A,"Worcester, Massachusetts",88 p.,N/A,N/A,N/A,N/A,"The American dream, embodied in a house, is related in George Crompton's account of the family estate.",N/A,1872,1953,N/A,N/A
Crook,George,N/A,N/A,N/A,N/A,General George Crook: his autobiography,N/A,1960,N/A,University of Oklahoma Press,Norman,326 p.,N/A,N/A,N/A,N/A,"Covers the period from graduation from West Point to after the Civil War, leading campaigns against the Indians.",N/A,1828,1890,N/A,N/A
Crosby,Bing,N/A,N/A,Martin,Pete,Call me lucky,N/A,1953,N/A,Simon and Schuster,New York,333 p.,N/A,N/A,N/A,N/A,"A Hollywood actor recalls his Catholic upbringing, his career in radio, on stage and screen, and his family life until 1952.",N/A,1904,1978,N/A,N/A
Crosby,Caresse,N/A,N/A,N/A,N/A,Passionate years,N/A,1953,N/A,Dial Press,New York,342 p.,N/A,N/A,N/A,N/A,A poet and editor explains what it was like being a member of the Lost Generation.,N/A,1892,1970,N/A,N/A
Crosthwait,William Lafayette,N/A,N/A,Fisher,Ernest G.,The last stitch,N/A,1956,N/A,J.B. Lippincott,Philadelphia,250 p.,N/A,N/A,N/A,N/A,"Crosthwait describes his boyhood, medical education, and career as a surgeon in Texas.",N/A,1873,N/A,N/A,N/A
Crouch,Cleo,N/A,N/A,Clark,Bill,My life on the road: the autobiography of Cleo Crouch,N/A,1975,N/A,Exposition,"Hicksville, New York",293 p.,N/A,N/A,N/A,N/A,A trucker recounts building a trucking line and retiring in Florida.,N/A,N/A,N/A,N/A,N/A
Crouter,Natalie Corona,N/A,N/A,Bloom,Lynn Z.,"Forbidden diary: a record of wartime internment, 1941-1945",N/A,1980,N/A,Burt Franklin & Co.,New York,546 p.,N/A,N/A,N/A,N/A,"Crouter's secret diary of internment focuses on social organization, family life, and relations with Japanese captors.",N/A,1898,N/A,N/A,N/A
Crumbine,Samuel Jay,N/A,N/A,N/A,N/A,Frontier doctor: the autobiography of a pioneer on the frontier of public health,N/A,1948,N/A,Dorrance and Co.,Philadelphia,284 p.,N/A,N/A,N/A,N/A,"A doctor in Dodge City, Kansas describes his career and contributions to public health.",N/A,1862,1954,N/A,N/A
Crying Wind,N/A,N/A,N/A,N/A,N/A,Crying Wind,N/A,1977,N/A,Moody Press,Chicago,189 p.,N/A,N/A,N/A,N/A,A halfbreed describes her life on a Kickapoo reservation and adjustment to city life.,N/A,1950,N/A,N/A,N/A
Csonka,Larry,N/A,N/A,Anderson,Dave,Always on the run,N/A,1973,N/A,Random House,New York,223 p.,N/A,N/A,N/A,N/A,Insights from two Miami Dolphins running backs about football and their lives.,N/A,1946,N/A,N/A,N/A
Cuero,Delfina,N/A,N/A,Shipek,Florence,The autobiography of Delfina Cuero,1968,1970,N/A,Malki Museum Press,"Morongo Indian Reservation, California",67 p.,N/A,N/A,N/A,N/A,Cuero reflects on her life as a hunter-gatherer in the Diegueno traditions.,N/A,1900,N/A,N/A,N/A
Cugat,Xavier,N/A,N/A,N/A,N/A,Rumba is my life,N/A,1949,N/A,Didier Publishers,New York,210 p,N/A,N/A,N/A,N/A,"In the Forties he became part of the Hollywood myth, famous as a band leader, composer, entertainer. His book is witty and intelligent.",N/A,1900,N/A,N/A,N/A
Cunningham,James F.,N/A,N/A,N/A,N/A,American pastor in Rome,N/A,1966,N/A,Doubleday,"Garden City, New York",285 p,N/A,N/A,N/A,N/A,"A charming account of Father Cunningham's boyhood and early career as a pharmacist in Danbury, Connecticut, followed by 25 years as a pastor, missionary in the United States, and Navy chaplain in World War II. Most of the emphasis, however, is on Cunningham's twelve-year pastorate at Santa Susanna, the American Catholic Church in Rome, which he, his parishioners, and the Romans thoroughly enjoyed.",N/A,1901,N/A,N/A,N/A
Curley,James Michael,N/A,N/A,N/A,N/A,I'd do it again: a record of all my uproarious years,N/A,1957,N/A,"Prentice-Hall, Inc.","Englewood Cliffs, New Jersey",372 p,N/A,N/A,N/A,N/A,"The story of his political career in Massachusetts, where he served as mayor of Boston and governor, by a colorful and unpredictable statesman.",N/A,1874,1958,N/A,N/A
Curry,George,N/A,N/A,Hening,H.B.,"George Curry, 1861-1947: an autobiography",N/A,1958,N/A,University of New Mexico Press,Albuquerque,336 p,N/A,N/A,N/A,N/A,"A frontier storekeeper in his teens, he sought work and adventure in New Mexico, joined Teddy Roosevelt's Rough Riders which took him to the Philippines, and returned to devote his energy to the development of New Mexico, where he served as governor and elder statesman.",N/A,1861,1947,N/A,N/A
Curtis,George William,N/A,N/A,Cooke,George Willis,Early letters to John S. Dwight: Brook Farm and Concord,1898,1971,N/A,Kennikat Press,"Port Washington, New York",293 p,N/A,N/A,N/A,N/A,"Interesting because of his early years with Ralph Waldo Emerson and Brook Farm, his letters to his close friend also reflect his philosophy, his views on major issues of the day, and everyday details.",N/A,1824,1892,N/A,N/A
Curtis,Harvey Lincoln,N/A,N/A,Astin,A.V.,Recollections of a scientist: an autobiography by Harvey Lincoln Curtis,N/A,1958,N/A,Ludwig Leopold Press (private),"Bonn, Germany",128 p,N/A,N/A,N/A,N/A,"Curtis focuses on his work for the National Bureau of Standards, where he was employed as a physicist for 47 years concentrating on ballistics and insulation. He describes his trip to Europe on ballistics matters during World War I. A ballistics table and Curtis family genealogy are appended.",N/A,1876,1956,N/A,N/A
Curtis,James Michael,N/A,N/A,Gilbert,Bill,Keep off my turf,N/A,1972,N/A,J.B. Lippincott Co.,Philadelphia,179 p,N/A,N/A,N/A,N/A,"Written because 'there's too much anti-football sentiment in the air these days,' the book is a celebration of the game and his life in it.",N/A,1943,N/A,N/A,N/A
