author1_last_name,author1_first_name,author2_last_name,author2_first_name,editor1_last_name,editor1_first_name,title,original_date_of_publication,second_or_later_date_of_publication,volume,publisher,publisher_location,number_of_pages,dictation,name_of_transcriber,translation,name_of_translator,summary,occupations,date_of_birth,date_of_death,place_of_birth,other_places_lived
DENISON,Sir William Thomas,N/A,N/A,N/A,N/A,Varieties of Viceregal Life,1870,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Career as Governor-General of Australia and as Governor of Madras; administration and society; politics; native life.,Sir; Governor-General,N/A,N/A,N/A,N/A
DENMAN,Thomas,N/A,N/A,N/A,N/A,Autobiography,1779,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education; medical training; surgeon's mate in navy; success in London; surgeon and midwife.,Surgeon,N/A,N/A,N/A,N/A
DENNETT,R.E.,N/A,N/A,N/A,N/A,Seven Years Among the Fiort,1887,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Work and travels of a trader in the Congo area; negroes and traders.,Trader,N/A,N/A,N/A,N/A
DENNIS,Owen,N/A,N/A,N/A,N/A,The Rest Go On,1942,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Anti-aircraft gunner with transports; WWII; Dunkirk; with a troopship around Africa; convoy work in Atlantic.,Anti-aircraft gunner,N/A,N/A,N/A,N/A
DENT,Hastings Charles,N/A,N/A,N/A,N/A,Diary,1883-1884,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Work of railway surveyor in Brazil; explorations; scientific observations; Rio and Bahia.,Railway surveyor,N/A,N/A,N/A,N/A
DENT,Joseph Mallaby,N/A,N/A,N/A,N/A,Memoirs,1928,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His education and reading; success as publisher in London; books and writers.,Publisher,N/A,N/A,N/A,N/A
DENT,Olive,N/A,N/A,N/A,N/A,A V.A.D. in France,1917,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Naive and emotional account of work in French hospitals in WWI; life and work as nurse.,Nurse,N/A,N/A,N/A,N/A
DENT,Thomas,N/A,N/A,N/A,N/A,Then a Soldier,1934,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,School; sex and youth; psychological experiences in WWI; written in third person; said by publishers to be well-known writer.,N/A,N/A,N/A,N/A,N/A
DENVER,John,N/A,N/A,N/A,N/A,Life Story,1910,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Irish politics in England; Home Rule, Fenians, Parnell; journalism and politics; literature, theatre.",Journalist,N/A,N/A,N/A,N/A
DE QUINCEY,Thomas,N/A,N/A,N/A,N/A,Autobiographic Sketches,"1853, 1854",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"School in Manchester; Oxford; travels; literary work and friendships; Wordsworth, Coleridge, Southey and Lakeland society; books and intellectual life; his addiction to opium and its effects on his mind and dreams; self-analysis; & triumph over the habit.",Writer,N/A,N/A,N/A,N/A
DE POLNAY,Peter,N/A,N/A,N/A,N/A,Death and Tomorrow,1942,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Writer's experiences in fall of France and German occupation 1940; in Vichy prison; escape to Spain; internment and release.,Writer,N/A,N/A,N/A,N/A
DERBY,"James Stanley, 7th Earl of",N/A,N/A,N/A,N/A,Account,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Account of main events of life to 1650 with theological and religious reflections and notes from reading.,Earl,N/A,N/A,N/A,N/A
DE REYA,Capt. Guy,N/A,N/A,N/A,N/A,Nomad of the Sea,1936,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Cabin boy to captain and smuggler; gunrunning in North Africa; imprisonment by Moors; adventures, WWI; arms smuggling to Ireland, Finland and Spain; adventures.",Captain,N/A,N/A,N/A,N/A
DERING,Sir Edward,N/A,N/A,N/A,N/A,Autobiographical notes,1598-1640,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mainly relative to estate work.,Sir,N/A,N/A,N/A,N/A
DERING,Heneage,N/A,N/A,N/A,N/A,Autobiographical notes,1665-1735,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Family affairs.,Dean,N/A,N/A,N/A,N/A
DESART,"Hamilton John A. Cuffe, 5th Earl of",N/A,N/A,N/A,N/A,A Paom from the Pa,1936,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His daughter's (Lady Sybil Lubbock) & his own reminiscences; school; travel to South America as a boy; Cambridge university; social life and society in London; sport; to 70's.,Earl,N/A,N/A,N/A,N/A
DE STACPOOLE,"George Stacpoole, Duke",N/A,N/A,N/A,N/A,Irish and Other Memories,1922,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Irish country life, society, sport, personalities; travel in Europe, Turkey, USA and Burma.",Duke,N/A,N/A,N/A,N/A
DE STEIGER,Isabell,N/A,N/A,N/A,N/A,Memorabilia,1927,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Woman writer and artist; music art, literature; memories of Eminent Victorians; Ruskin, Sharpe, Wilde and singers.",Writer; artist,N/A,N/A,N/A,N/A
DE STOEXL,Baroness Agnes (Barron),N/A,N/A,N/A,N/A,Al Vanity,1950,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Irish birth and social life in later 19th Century; her marriage to a Russian diplomat & life as a grande dame; the Revolution; and subsequent poverty and work as dressmaker; a personal example of the age of revolution; interesting record.,Baroness,N/A,N/A,N/A,N/A
DES VOEUX,Sir Geor William,N/A,N/A,N/A,N/A,My Colonial Service,1903,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"His career as magistrate and governor in Guiana, W. Indies, Fijis, Australia, Newfoundland and Hong Kong, 1863-93; administration law, politics; social life.",Sir; magistrate; governor,N/A,N/A,N/A,N/A
DEVANT,David,N/A,N/A,N/A,N/A,My Magic Life (Woes of a Wiz),1931,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Career as entertainer; tricks and devices of conjurer and magician; Maskelyne and Devant; colleagues and rivals; tours; social life in London; theatrical world.,Entertainer; Magician,N/A,N/A,N/A,N/A
DEVAS,Dominic (Fr.),N/A,N/A,N/A,N/A,From Cloister to Camp,1919,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Franciscan's service with Irish regiment in France, 1915-18; the life of the troops.",Franciscan,N/A,N/A,N/A,N/A
DEVENISH,Dorothy,N/A,N/A,N/A,N/A,A Wiltshire Home,1949,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Charming evocation of child's life at Little Durnford; family, garden, Wilts scene.",N/A,N/A,N/A,N/A,N/A
DEVERE,Aubrey Thomas,N/A,N/A,N/A,N/A,Recollections,1897,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Boyhood in Ireland; literature, politics and social life; his poetry; literary life; the Wordsworth circle; Catholicism; Manning, Newman.",N/A,N/A,N/A,N/A,N/A
DEVEREUX,Ernest Cecil,N/A,N/A,N/A,N/A,Life's Memories,1936,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"His life as shopkeeper in Eton; seven headmasters, Goodford to Elliott; sports; colours.",Shopkeeper,N/A,N/A,N/A,N/A
DE VERTEUIL,Frederick Joseph,N/A,N/A,N/A,N/A,Fifty Wasted Years,1938,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Career as lawyer in India; legal life and people; politics; sport; social life.,Lawyer,N/A,N/A,N/A,N/A
DE VILLIERS,"Sir John A, J.",N/A,N/A,N/A,N/A,Memories,1931,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Early life in tea-trade; linguistic studies; on staff of British Museum; Hakluyt Society; work as civil servant at Hague in WWI; geographical research.,Civil servant,N/A,N/A,N/A,N/A
DEVOY,John,N/A,N/A,N/A,N/A,Recollections,1929,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Activities of an Irish rebel, 1860-1920; Irish politics; the Fenian movement.",Rebel,N/A,N/A,N/A,N/A
DEW,Walter,N/A,N/A,N/A,N/A,Caught Crippen,1938,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Northampton; London; his career in the London police; Scotland Yard inspector and his cases; Crippen; Jack the Ripper, etc.","Inspector, London police",N/A,N/A,N/A,N/A
DEWAR,George A. B.,N/A,N/A,N/A,N/A,A Younger Son,1920,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Boyhood, country life, Oxford; work in Journalism and politics; W service; travel in Italy.",Journalist; Politician,N/A,N/A,N/A,N/A
DEWAR,Kenneth G. B. (Adm.),N/A,N/A,N/A,N/A,Navy from Within,1939,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His naval life and naval history 1893-1928; naval gunnery; service on warships; WW service in Dardanelles and at Jutland; Royal Oak court-martial 1929.,Adm. in Navy,N/A,N/A,N/A,N/A
DYEWES,J.,N/A,N/A,N/A,N/A,Sporting in Both Hemispheres,1858,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Hunting, fishing, travel and adventure; Europe, Australia, India, China.",N/A,N/A,N/A,N/A,N/A
D'EWES,Sir Symonds,N/A,N/A,Halliwell,J. O.,Life,1851,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Diary, written up; study of law and antiquities; domestic; religious; contemporary history; James I and courtiers; prior experiences as fellow-commoner at St. John's 1618 to 1620.",N/A,N/A,N/A,N/A,N/A
DE WINDT,N/A,N/A,N/A,N/A,N/A,My Notebook,1909,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"London society in 70's; fiction writing and journalism; adventures of buck and Bohemian; travels and adventures in Japan, Siberia, America, Arctic and Europe.",N/A,N/A,N/A,N/A,N/A
DE WOLFE,Elsie (Lady Mendl),N/A,N/A,N/A,N/A,After AL,1935,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Early life in New York; work as interior decorator; marriage and experiences as society hostess; a volunteer nurse in WWI; theatrical activities in USA; beauty advice.,Interior decorator; Society hostess,N/A,N/A,N/A,N/A
DEXTER,Capt. Walter E.,N/A,N/A,N/A,N/A,Rope-Yarns,1938,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lively account of experiences as apprentice and before mast in sailing ships; nostalgic.,Sailor,N/A,N/A,N/A,N/A
DEY,Thomas Henry,N/A,N/A,N/A,N/A,Leaves from a Bookmaker's Book,1931,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Reminiscences of horse-racing and gambling; stories about celebrities.,Bookmaker,N/A,N/A,N/A,N/A
DEYNCOURT,Sir Eustice H. W.,N/A,N/A,N/A,N/A,A Ship Builder's Yarn,1948,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Career and work of Admiralty director of naval construction.,Admiralty director of naval construction,N/A,N/A,N/A,N/A
DIAPEA,William,N/A,N/A,N/A,N/A,Cannibal Jack,1928,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Record of fifty lively years in the South Seas; trader and beachcomber; his wives and children; violence.,Trader; Beachcomber,N/A,N/A,N/A,N/A
DICKEY,Herbert Spencer,N/A,N/A,N/A,N/A,The Misadventures of a Tropical Medico,1929,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His travels and medical work in Brazil and Ecuador; Amazon Indians.,Medico,N/A,N/A,N/A,N/A
DICKIE,J. L. H.,N/A,N/A,N/A,N/A,Comedy and Fishing,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Fishing in Scotland; his schooldays and medical studies; Aberdeen University; practice in asylum, Assam, Scotland; WW1 service in RAMC; sport, social life, anecdotes.",Medical practitioner,N/A,N/A,N/A,N/A
DICKINSON,James,N/A,N/A,N/A,N/A,Journal of the Life,1745,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Quaker's conversion, spiritual life and ministry; Cumberland; travel in British Isles, Holland, and American colonies.",Quaker,N/A,N/A,N/A,N/A
DICKINSON,Jonathan,N/A,N/A,N/A,N/A,Journal of the Travels,1759,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Quaker's sufferings & God's mercies; a shipwreck in Gulf of Florida; adventures with Indians during journey to Pennsylvania.,Quaker,N/A,N/A,N/A,N/A
DICKINSON,Joseph H. C.,N/A,N/A,N/A,N/A,A Trader in the Savage Solomons,1927,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Eighteen years as a trader and planter in the Eastern Solomons; missionaries; native life; violence and romance.,Trader; Planter,N/A,N/A,N/A,N/A
DICKINSON,Peard,N/A,N/A,N/A,N/A,Memoirs,1803,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A Methodist minister's conversion; work in London and Topsham; friendship with Wesley.,Methodist minister,N/A,N/A,N/A,N/A
DICKSON,Samuel,N/A,N/A,N/A,N/A,Memorable Events in the Life of a London Physician,1863,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Reminiscences of medical practice in London in earlier 19th Century, doctors, controversies, theories, and his part.",Physician,N/A,N/A,N/A,N/A
DIEHL,Alice Mangold,N/A,N/A,N/A,N/A,Musical Memories,1897,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Early life of novelist, writer and musician; student years in Germany; playing and teaching; family and social life; reminiscences of great players and singers of 50's and 60's.",Novelist; Writer; Musician,N/A,N/A,N/A,N/A
DIGBY,George,N/A,N/A,N/A,N/A,Goose Feathers,1938,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Light and amusing narratives of travels and adventures in Asia, America, Australia, China; curious people and scenes.",N/A,N/A,N/A,N/A,N/A
DIGBY,Sir Kenelm,N/A,N/A,N/A,N/A,Private Memoirs,1827-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Memoirs & clef; amorous and amusing, garrulous record.",N/A,N/A,N/A,N/A,N/A
DIAPER,Capt. Tom,N/A,N/A,N/A,N/A,Tom Diaper's Log,1950,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His career as a yacht skipper and anecdotes of famous owners; Thomas Lipton; Wilhelm II.,Yacht skipper,N/A,N/A,N/A,N/A
ANON,N/A,N/A,N/A,N/A,N/A,Diary of a Staff Officer,1941,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Experiences of intelligence officer at advanced headquarters in France during Blitzkrieg of 1940; air forces.,Intelligence officer,N/A,N/A,N/A,N/A
DIEDIN,Charles,N/A,N/A,N/A,N/A,Life,1803,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Life of actor, dramatist, composer, novelist; tours; reception of his works; Covent Garden, Garrick and London stage; business transactions & abortive voyage to India.",Actor; Dramatist; Composer; Novelist,N/A,N/A,N/A,N/A
DIBDIN,Thomas Frognall,N/A,N/A,N/A,N/A,Reminiscences,1836,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Playwright's anecdotes of literary and theatrical life; tours; actors; London theatre management and his operas.,Playwright,N/A,N/A,N/A,N/A
DIBDIN,Thomas John,N/A,N/A,N/A,N/A,Reminiscences,1827,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"His life in music and theatre at Covent Garden, Drury Lane, Haymarket; comic operas; theatrical scene from end 18th Century.",N/A,N/A,N/A,N/A,N/A
DICEY,Albert Venn,N/A,N/A,Rait,R. S.,Memorials,1925,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Includes autobiographical fragment and diaries; legal academic, political work; Oxford and famous Oxonians; the great writers and thinkers of the time; Rhodes scholarships; Whig politics; valuable material for later 19th Century.",Legal academic; Politician,N/A,N/A,N/A,N/A
DICK,Alan,N/A,N/A,N/A,N/A,Inside Story (W: acle),1943,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Life and work of newspaperman; fight against tuberculosis; his new spiritual life; events leading to WW2 at home and abroad; the Blitz.,Newspaperman,N/A,N/A,N/A,N/A
DICKENS,Henry Fielding (Sir),N/A,N/A,N/A,N/A,Recollections,1934,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"His father and family life; education; legal career; trials and cases at Cambridge; Common Sergeant; social life, theatre & politics, to 1917.",N/A,N/A,N/A,N/A,N/A
DICKENS,Monica,N/A,N/A,N/A,N/A,One Pair of Feet,1942,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Her adventures in brief career as a cook and domestic servant in London; experiences as probationer nurse in WW2, near London; sociological.",Cook; Domestic Servant; Nurse,N/A,N/A,N/A,N/A
DIGHTON,Allen Adair,N/A,N/A,N/A,N/A,Life,1934,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Cheltenham school; medical study, Edinburgh; life as sporting Journalist; dogs, horses, sportsmen; anecdotes.",Sporting Journalist; Medical Student,N/A,N/A,N/A,N/A
DILNOT,Frank,N/A,N/A,N/A,N/A,Adventures,1913,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Newspaperman's adventures; Parliament time, public events and excitements; Central News.",Newspaperman,N/A,N/A,N/A,N/A
DIMMOCK,Frederick H.,N/A,N/A,N/A,N/A,Knee Day,1937,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Scouting in Scotland; service; editor of The Scout; jamborees, travels, writings for scout movement; lifelong pranks.",Editor; Scouter,N/A,N/A,N/A,N/A
DINGLE,Aylward Edward,N/A,N/A,N/A,N/A,Rough Hewn,1933,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Modern Sinbad; run away as a boy to sea; travel, business adventures in many parts of world; journalism; South Seas.",Journalist,N/A,N/A,N/A,N/A
DISEROWE,Charlotte A.,N/A,N/A,N/A,N/A,A Cold in Diplomacy,1903,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Reminiscences of octogenarian daughter of diplomat; her memoirs of society, courts, statesmen; Germany, Sweden, Holland.",Daughter of Diplomat,N/A,N/A,N/A,N/A
DISNEY,Gervase,N/A,N/A,N/A,N/A,Some Remarkable Passages,1692,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Religious life of puritan at Nottingham and Ollercar; sins, temptations, God's mercies; poems and letters.",Puritan,N/A,N/A,N/A,N/A
DISNEY,W. H.,N/A,N/A,N/A,N/A,Incidents During Thirty Years,1898,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Parish work in Tralee and other Irish churches; controversy with Catholics; medical work; clerical life and work in Leicestershire and in Peterborough; workhouses.,Cleric; Medical Worker,N/A,N/A,N/A,N/A
DIVALL,Tim,N/A,N/A,N/A,N/A,Scoc and Swag,1929,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Thirty years with Metropolitan Police; CID; Jockey Club; the criminal world and its ways; gangs on racecourses.,Police Officer,N/A,N/A,N/A,N/A
DIXON,Alec,N/A,N/A,N/A,N/A,Sore Patrol,1939,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Police work in the 20's; Oriental crime and vice; service in ranks during WW1; the Corps; Lawrence.,Police Officer,N/A,N/A,N/A,N/A
DIXON,Ella Hepworth,N/A,N/A,N/A,N/A,As I Knew Them,1930,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Reminiscences of eminent Victorians and Edwardians in literature, theatre; journalistic.",Journalist,N/A,N/A,N/A,N/A
DIXON,N/A,N/A,N/A,N/A,N/A,"Reminiscences, Essex Review",1914-16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Medical education; practice for fifty years in and around Witham, Essex; politics and social life and changes.",Medical Practitioner,N/A,N/A,N/A,N/A
DIXON,H.,N/A,N/A,N/A,N/A,From Gladiateur to Persimmon,1901,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Sporting journalist, 1865-96; horses, jockeys, owners and races; visits to Sandringham as a racehorse expert.",Sporting Journalist,N/A,N/A,N/A,N/A
DIXON,William Scarth,N/A,N/A,N/A,N/A,"Men, Horses and Hunting",1931,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Schooling; farming in Cleveland; work as sporting journalist; hunting, horse shows; country life in Yorks.",Sporting Journalist; Farmer,N/A,N/A,N/A,N/A
DOBBIE,Sybill,N/A,N/A,N/A,N/A,Grace under Malta,1922,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secretary to General Dobbie; WW2 experiences during siege of Malta record of high courage.,Secretary,N/A,N/A,N/A,N/A
DOBBS,Bettie,N/A,N/A,N/A,N/A,Autobiography of a Charwoman,1900,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Squalid adventures and heroic labours of a poor Londoner dictated to Annie Wakeman and recorded in phonetic style.,Charwoman,N/A,N/A,N/A,N/A
DOBBS,Major Gen. Richard Stewart,N/A,N/A,N/A,N/A,Life in Mysore,1882,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Reminiscences of Irish soldier in Mysore, Burma, and South Africa; work in religion; Hindu education and religion.",Major-General; Irish Soldier,N/A,N/A,N/A,N/A
DOBBS,Rosalind,N/A,N/A,N/A,N/A,Incomplete autobiography,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Late 19th Century.,N/A,N/A,N/A,N/A,N/A
DOBIE,William G.,N/A,N/A,N/A,N/A,Winter & Rough Weather,1938,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Life of a sportsman; staghunting, fishing, shooting; nature study in Scotland; sketches.",Sportsman,N/A,N/A,N/A,N/A
DOBSON,Richard Partway,N/A,N/A,N/A,N/A,China Cycle,1946,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Business and travels of a cigarette salesman in China in thirties; Japanese invasion; lively details of Chinese life.,Cigarette Salesman,N/A,N/A,N/A,N/A
DODD,Catherine,N/A,N/A,N/A,N/A,Vagrant Englishwoman,1905,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"European travels; German university town; Hungary, Serbia; woman's emancipation; pursuit of romance and depressions; everyday life in England.",N/A,N/A,N/A,N/A,N/A
DODD,William,N/A,N/A,N/A,N/A,Narrative of the Experiences,1841,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sufferings of cripple; factory life; a pamphlet against industrialism; 18th Century.,N/A,N/A,N/A,N/A,N/A
DODDS,James,N/A,N/A,N/A,N/A,Personal Reminiscences,1887,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Boyhood in Annan and study in Edinburgh; Free Church minister of Dunbar; Scottish personalities; Chalmers, Edward Irving, Thomas Campbell, Sir Walter Scott.",Church Minister,N/A,N/A,N/A,N/A
DOGGETT,H. W.,N/A,N/A,N/A,N/A,"Tuppence, Please",1943,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Reminiscences and anecdotes of chair-ticket collector in the London Royal Parks.,Ticket Collector,N/A,N/A,N/A,N/A
DOHERTY,William J.,N/A,N/A,N/A,N/A,In the Shadow of the Giants,1931,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Career as pugilist in bareknuckle days; his championship fights and Empire travels; Jem Mace to Sullivan.,Pugilist,N/A,N/A,N/A,N/A
DOLBEY,Robert Valentine,N/A,N/A,N/A,N/A,Regimental Surgeon,1917,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Service in WW1; Marne, Ypres, La Bassée; capture; experiences in four German prison camps; hospital work.",Surgeon,N/A,N/A,N/A,N/A
DOLIN,Anton,N/A,N/A,N/A,N/A,Ballet Go Round,1938,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Events in career of the Irish dancer, 1915-37; his companies, partners, and ballets; tours; troubles.",Dancer,N/A,N/A,N/A,N/A
DOLLING,Robert W. R.,N/A,N/A,N/A,N/A,A Portsmouth Slum,1897,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Winchester College; ministry & theological troubles; mission work in Portsmouth; life of the poor; useful.,Minister,N/A,N/A,N/A,N/A
DOLMAN,Arthur,N/A,N/A,N/A,N/A,In the Footsteps of Livingstone,1924,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Travel and exploration in Central Africa in mid-19th Century; brief notes.,Explorer,N/A,N/A,N/A,N/A
DOMVILLE,Admiral Sir Barry,N/A,N/A,N/A,N/A,From Admiral to Cabin Boy,1936,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Critical and chatty reminiscences of naval life; his career & his political opinions; reactionary; interned under Regulation 18B during WW2; efforts to escape.,Admiral,N/A,N/A,N/A,N/A
DONALDSON,Sgt. Joseph,N/A,N/A,N/A,N/A,Recollections of the Eventful Life,1824,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Early life in navy; military service in Peninsular War; French barbarities; adventures, military life.",Sgt. in Navy,N/A,N/A,N/A,N/A
DONALDSON,Walter Alexander,N/A,N/A,N/A,N/A,Recollections,1865,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"His experiences in theatre from 1809; Dublin, Scotland, provinces; reminiscences of eminent actors, playwrights and theatres.",Theatrical Personality,N/A,N/A,N/A,N/A
DONEGALL,Marquess of,N/A,N/A,N/A,N/A,'ve Taken My Fun,1940,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Social columnist of Sunday Dispatch; society, gossip, journalistic work and travels.",Social Columnist; Journalist,N/A,N/A,N/A,N/A
DONELLAN,John,N/A,N/A,N/A,N/A,The Genuine Case of,1781,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Polsoner's declaration of his innocence.,N/A,N/A,N/A,N/A,N/A
DONNELLY,Peter,N/A,N/A,N/A,N/A,The Yellow Rock,1950,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Irish upbringing and study for priesthood; factory work in Barrow-in-Furness; industrial life; unemployment interesting.,N/A,N/A,N/A,N/A,N/A
DONOGHUE,Stephen,N/A,N/A,N/A,N/A,Jus: Sto; Donoghue Up,1938,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Autobiography of famous jockey; apprenticeship and career; his mounts and races; Derby winners; famous sportsmen.,Jockey,N/A,N/A,N/A,N/A
DONOHCE,Maj. Martin Henry,N/A,N/A,N/A,N/A,With the Persian Expedition,1919,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A personal narrative of service in WWI; Persia & Iraq; intelligence work.,Major,N/A,N/A,N/A,N/A
DONOVAN,Michael,N/A,N/A,N/A,N/A,March or Die,1932,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Experiences in French Foreign Legion; Algeria, Morocco; brutalities of the officers; bitter complaint.",Soldier,N/A,N/A,N/A,N/A
DOORLY,A. R. C.,N/A,N/A,N/A,N/A,Music in My Life,1945,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Naive account of his singing in Gilbert and Sullivan and at concerts; effect of various composers and performers on him.,N/A,N/A,N/A,N/A,N/A
DOORLY,Capt. James Gerald Stokely,N/A,N/A,N/A,N/A,In the Wake,1937,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Trinidad; a boy at sea; on relief ship to Scott in Antarctic; West Indies banana trade; on N.Z. coastal service; in transport in WWI; Houdini, Conan Doyle.",Captain,N/A,N/A,N/A,N/A
