author1_last_name,author1_first_name,author2_last_name,author2_first_name,editor1_last_name,editor1_first_name,title,original_date_of_publication,second_or_later_date_of_publication,volume,publisher,publisher_location,number_of_pages,dictation,name_of_transcriber,translation,name_of_translator,summary,occupations,date_of_birth,date_of_death,place_of_birth,other_places_lived
Sherman,William Tecumseh,N/A,N/A,N/A,N/A,Memoirs of General William T. Sherman.,1876,N/A,2 vols in 1,Appleton,N.Y.,N/A,N/A,N/A,N/A,N/A,Autobiography detailing Sherman’s life as a general and his experiences.,General,1820,1891,N/A,N/A
Sherwood,Mary,N/A,N/A,N/A,N/A,"An epistle to posterity, being rambling recollections of many years of my life.",N/A,1944,N/A,Hobson book press,N/A,35 p.,N/A,N/A,N/A,N/A,A memoir reflecting on the author's life experiences.,Author,1830,1903,N/A,N/A
Shotwell,Wallace Mertin,N/A,N/A,N/A,N/A,"Let there be light; a study in freedom and faith, being a review of six years ministry in Sioux City, Iowa.",1897,N/A,N/A,Harper,N.Y.,380 p.,N/A,N/A,N/A,N/A,A review of the author's ministry and reflections on faith.,Minister,1866,N/A,N/A,N/A
Sherwood,Mary Elizabeth,N/A,N/A,N/A,N/A,Social and literary reminiscences of the United States and Europe during the second half of the nineteenth century by a well-known writer.,1916,N/A,N/A,The Hyde Park press,"Kansas City, Mo.",141 p.,N/A,N/A,N/A,N/A,Reminiscences from a known writer reflecting on society during the 19th century.,Writer,1830,1903,N/A,N/A
Shockey,Samuel W.,N/A,N/A,N/A,N/A,Twenty-five years of fighting fate.,1892,1942,N/A,pr. for the author,N.p.,201 p.,N/A,N/A,N/A,N/A,An account of the author's struggles and experiences.,"Author, Teacher",1858,N/A,N/A,N/A
Siringo,Charles A.,N/A,N/A,N/A,N/A,A Riata and spurs.,1878,N/A,N/A,Boston &,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Cowboy, detective.",1855,1928,N/A,N/A
jslfade,John,N/A,N/A,N/A,N/A,"Old Slade; or, fifteen years adventures of a sailor.",1844,N/A,N/A,"Boston: John Putnam,",N/A,108 p.,N/A,N/A,N/A,N/A,A phrenologist tells of his career as a lecturer.,Sailor.,1807,N/A,N/A,N/A
Slezak,Leo,N/A,N/A,N/A,N/A,Song of motley.,1938,N/A,N/A,London: William Hodge &co.,N/A,302 p.,N/A,N/A,N/A,N/A,Czech singer who performed in the U.S. with the Metropolitan Opera.,Journalist.,1873,1946,N/A,N/A
Sloan,Richard Elihu,N/A,N/A,N/A,N/A,Memories of an Arizona judge.,1932,N/A,N/A,Stanford Univ.: Stanford univ. press.,N/A,250 p.,N/A,N/A,N/A,N/A,"The writer sold ornamental plants, 1888-1916.","Miner, lawyer, judge.",1857,1933,N/A,N/A
Slocum,Joshua,N/A,N/A,N/A,N/A,Footlights and spotlights.,N/A,N/A,N/A,Indianapolis: N/A.,N/A,352 p.,N/A,John Slocum,N/A,N/A,An authentic narrative of the life of Joshua Slocum.,Sailor.,N/A,N/A,N/A,N/A
Smith,Goldwin,N/A,N/A,Sass,Herbert R.,Reminiscences of the rice plantation of the fifties.,1910,1936,N/A,William Morrow,N.Y.,465,N/A,N/A,N/A,N/A,N/A,Professor,1823,1910,N/A,Cornell
Smith,Hampton Sidney,N/A,N/A,N/A,N/A,Tramp reporter.,1925,1937,N/A,The Caxton printers,"Caldwell, Idaho",171,N/A,N/A,N/A,N/A,N/A,School teacher,N/A,N/A,N/A,Texas
Smith,Elias,N/A,N/A,N/A,N/A,Tales of a roving reporter.,1816,N/A,N/A,Beck & Foster,Portsmouth,406,N/A,N/A,N/A,N/A,"The life, conversion, preaching, travels, and sufferings of Elias Smith.",Minister,1769,1846,N/A,N/A
Smith,Hannah,N/A,N/A,N/A,N/A,The unselfishness of God and how I discovered it.,1903,N/A,N/A,Revell,N.Y.,312,N/A,N/A,N/A,N/A,Spiritual account by a Quaker.,N/A,1832,1911,N/A,N/A
Smith,Harry Bache,N/A,N/A,N/A,N/A,First nights and first editions.,1931,N/A,N/A,"Little, Brown & Co.",Boston,N/A,N/A,N/A,N/A,N/A,Dramatic author’s reminiscences of the theatre and of his activities as a book-collector.,Author,1860,1936,N/A,N/A
Smith,Elizabeth Oakes Prince,N/A,N/A,N/A,N/A,Selections from the autobiography of Elizabeth Oakes Smith.,1924,N/A,N/A,Lewiston journal,Lewiston,161,N/A,N/A,N/A,N/A,N/A,"Novelist, contributor to magazines, advocate of woman’s rights.",1806,1893,N/A,N/A
Smith,Harry Leroy,N/A,N/A,N/A,N/A,Memoirs of an ambulance company officer.,1940,N/A,N/A,Doomsday press,"Rochester, Minn.",226,N/A,N/A,N/A,N/A,N/A,N/A,1887,N/A,N/A,N/A
Smith,Ernest Vernon,N/A,N/A,N/A,N/A,The making of a surgeon; a Midwestern chronicle.,1942,N/A,N/A,The Berndt pr. co.,"Fond du Lac, Wis.",N/A,N/A,N/A,N/A,N/A,Medical officer in France during the first World War.,N/A,1880,N/A,N/A,N/A
Smith,Henry Preserved,N/A,N/A,N/A,N/A,Footnote to history.,1927,N/A,N/A,Charles Scribner’s sons,N.Y.,344,N/A,N/A,N/A,N/A,N/A,N/A,1847,N/A,N/A,Minnesota and Wisconsin
Smith,Eva Abigail,N/A,N/A,N/A,N/A,Eva Abigail Smith.,N/A,N/A,N/A,N/A,N/A,85,YES,Seth Herbert Buell,N/A,N/A,Childhood on a Nebraska farm in the eighties.,N/A,1879,N/A,N/A,N/A
Smith,Ferdinand Jacob,N/A,N/A,N/A,N/A,Memoirs.,N/A,N/A,N/A,N/A,N/A,100,N/A,N/A,N/A,N/A,The heretic’s defense.,Rural physician,1862,N/A,N/A,Iowa
Smith,Francis H.,N/A,N/A,N/A,N/A,My experiences.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Presbyterian theologian and teacher tried for heresy.,"Theologian, teacher",N/A,N/A,N/A,N/A
Smith,Henry W.,N/A,N/A,N/A,N/A,Reminiscences of a Dakota pioneer.,1929,N/A,N/A,"M. D. Scott, print",Sioux Falls,11,YES,N/A,N/A,N/A,Homesteader from 1872.,N/A,1844,N/A,Germany,N/A
Smith,Hosea,N/A,N/A,N/A,N/A,"The life of Hosea Smith, a travelling minister.",1860,N/A,N/A,N/A,Baltimore,232,N/A,N/A,N/A,N/A,As described by the title.,Minister,1809,N/A,N/A,N/A
Smith,Frank Will,N/A,N/A,N/A,N/A,Beyond the swivel chair; sixty years of selling in the field.,1940,N/A,N/A,Pacific pub. co.,N.Y.,45,N/A,N/A,N/A,N/A,Travelling salesman (drugs).,N/A,1860,N/A,N/A,N/A
Smith,Fred Burton,N/A,N/A,N/A,N/A,Providence.,1833,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Itinerant Baptist in Rhode Island and Conn.,Baptist minister,1865,1936,N/A,N/A
Smith,J.R.,N/A,N/A,N/A,N/A,Universalism as it is.,N/A,N/A,N/A,Fleming H. Revell,N.Y.,222,N/A,N/A,N/A,N/A,"By a convert from the Universalist ministry, with a sketch of his own experience.","YMCA official, evangelist, proponent of pacifism.",N/A,N/A,N/A,N/A
Smith,James,N/A,N/A,N/A,N/A,On the trail of the peacemakers.,1870,N/A,N/A,Robert Clarke & co.,Cine.,186,N/A,N/A,N/A,N/A,An account of escape from the Indians in 1759.,N/A,1737,1812,N/A,Pennsylvania
Smith,James Franklin,N/A,N/A,N/A,N/A,Founder of the Mormon church.,N/A,N/A,N/A,Latter-Day Saints,Salt Lake City,493,N/A,N/A,N/A,N/A,N/A,N/A,1868,1920,N/A,N/A
Smith,Joseph Shuter,N/A,N/A,N/A,N/A,A journey across fifty friendly years.,1920,N/A,N/A,Revell,N.Y.,128,N/A,N/A,N/A,N/A,An American boy's experiences in the Canadian and British armies.,Presbyterian clergyman,1893,N/A,N/A,Texas
Smith,James L.,N/A,N/A,N/A,N/A,Autobiography of James L. Smith.,1918,N/A,N/A,E. P. Dutton,N.Y.,244,N/A,N/A,N/A,N/A,Including reminiscences of slave life and recollections of the First World War.,N/A,N/A,N/A,N/A,N/A
Smith,Joseph Tate,N/A,N/A,N/A,N/A,Eighty years.,1899,N/A,N/A,Press of the Bulletin co.,Norwich,150,N/A,N/A,N/A,N/A,The author was a Negro preacher who escaped from Virginia to Connecticut.,N/A,N/A,N/A,N/A,N/A
Smith,Martha L.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,The author was for many years librarian of the Loganian Library and active in civic affairs of Philadelphia.,N/A,N/A,N/A,N/A,N/A
Smith,John,N/A,N/A,N/A,N/A,A narrative.,1800,N/A,N/A,Westminster press,Phila.,48,YES,Benjamin & Jacob Johnson,N/A,N/A,N/A,N/A,1681,1766,N/A,New England
Smith,Julius,N/A,N/A,N/A,N/A,Ten years in Burma.,1902,N/A,: ,,,,,,,,,,,,,
Smith,Michael,Smith,Venture,N/A,N/A,"Universalism examined, renounced",1842,N/A,N/A,Tappan,Boston,396 p.,N/A,N/A,N/A,N/A,N/A,"Minister of the Christian Church, cowboy",N/A,N/A,N/A,N/A
Smith,Solomon Franklin,N/A,N/A,N/A,N/A,Universalist minister tells of the spiritual experiences which led him to a new religious belief.,1845,N/A,N/A,T.B. Peterson,Philadelphia,215 p.,N/A,N/A,N/A,N/A,N/A,Universalist minister,1801,1869,N/A,N/A
Smith,Solomon Franklin,N/A,N/A,N/A,N/A,The theatrical journey to which is added a narrative of the author’s sufferings...,1854,2d ed.,N/A,Peterson,Lexington,254 p.,N/A,N/A,N/A,N/A,Continuation of the previous item.,"Actor, manager",1801,1869,N/A,N/A
Smith,Peter,N/A,N/A,N/A,N/A,Memorials of Peter Smith...,1881,N/A,N/A,Riverside press,Cambridge,131 p.,N/A,N/A,N/A,N/A,N/A,N/A,1802,1880,N/A,N/A
Smith,Stephen,N/A,N/A,N/A,N/A,Random recollections of a long medical life.,1911,N/A,N/A,William Wood,N.Y.,27 p.,N/A,N/A,N/A,N/A,N/A,Public health officer,1823,1922,Scotland,Massachusetts
Smith,Rodney,N/A,N/A,N/A,N/A,Gipsy anaesthesia and asepsis.,1919,N/A,N/A,N/A,Baltimore,16 p.,N/A,N/A,N/A,N/A,See preceding entry.,N/A,1860,1947,N/A,N/A
Smith,Samuel,N/A,N/A,N/A,N/A,"Memoirs of Samuel Smith, a soldier of the Revolution...",1860,N/A,N/A,Bulletin pub. co.,N.Y.,41 p.,N/A,N/A,N/A,N/A,N/A,Soldier of the Revolution,1759,1854,N/A,N/A
Smith,Thomas,N/A,N/A,N/A,N/A,Poems of home and country.,1848,N/A,N/A,"Silver, Burdette",N.Y.,198 p.,N/A,N/A,N/A,N/A,Itinerary.,Itinerant Methodist minister,1776,1844,N/A,"Maryland, Virginia, Delaware, New Jersey"
Smith,William B.,N/A,N/A,N/A,N/A,On wheels: Beleuchtung des Beweiss...,1839,N/A,N/A,J. G. Wesselhoeft,Philadelphia,606 p.,N/A,N/A,N/A,N/A,"A real story for real boys and girls, giving the personal experiences and observations of a fifteen-year-old Yankee boy as soldier and prisoner in the American Civil war.",N/A,N/A,N/A,N/A,N/A
Smithwick,Noah,N/A,N/A,N/A,N/A,"The evolution of a state; or, recollections of old Texas days.",1900,N/A,N/A,Gammel book co.,Austin,354 p.,N/A,N/A,N/A,N/A,"His experiences in the war against Mexico, and Indian fighting.",Clergyman and writer,1808,1899,Ireland,"Charleston, S.C."
Snider,Benjamin S.,N/A,N/A,N/A,N/A,The life and travels of Benjamin S. Snider.,1900,N/A,N/A,J. L. Douthit,Shelbyville,384 p.,N/A,N/A,N/A,N/A,"The experiences and travels of Benjamin S. Snider, who faced persecution and was imprisoned fifteen times.","Prohibitionist, officer in the Union army.",1821,N/A,N/A,N/A
Soldene,Emily,N/A,N/A,N/A,N/A,My theatrical and musical recollections.,1897,N/A,N/A,Downey,London,307 p.,N/A,N/A,N/A,N/A,"Recollections of Emily Soldene's theatrical and musical experiences, including her tours in the U.S.","Actress, singer.",N/A,N/A,N/A,N/A
Snider,Denton Jaques,N/A,N/A,N/A,N/A,"The St. Louis movement in philosophy, literature, education, psychology, with chapters of autobiography.",1920,1924,N/A,Sigma pub. co.,St. Louis,608 p.,N/A,N/A,N/A,N/A,Examines the intellectual movement in St. Louis through personal reflections and autobiography.,"Educator, philosopher, writer.",1841,1925,N/A,N/A
Snyder,Ely,N/A,N/A,N/A,N/A,Personal experiences.,N/A,N/A,N/A,N/A,N/A,12 p.,N/A,N/A,N/A,N/A,"Accounts of personal experiences, details missing.",N/A,1815,N/A,N/A,N/A
Sparks,S.F.,N/A,N/A,N/A,N/A,The Apache kid.,1926,N/A,N/A,Skelton,Los Angeles,214 p.,N/A,N/A,N/A,N/A,"A narrative about the life of an Apache kid, capturing his experiences and storytelling.","Miner, hunter, peace officer.",N/A,N/A,N/A,Arizona
Spencer,Jesse Ames,N/A,N/A,N/A,N/A,Memorabilia of sixty-five years.,1916,N/A,N/A,General council pub. house,N.Y.,439 p.,N/A,N/A,N/A,N/A,The memoirs of Jesse Ames Spencer documenting his life and experiences as a Lutheran clergyman.,Lutheran clergyman.,1816,1898,Germany,"New York, Pennsylvania"
Splan,John,N/A,N/A,N/A,N/A,Life with the trotters.,1889,N/A,N/A,H. T. White,Chicago,"450, 20 p.",N/A,N/A,N/A,N/A,Lay preacher in Midwest. Radio broadcaster and editor of religious newspaper in Chicago. Missionary in Peru in the service of the Seventh Day Adventists.,"Lay preacher, Radio broadcaster, newspaper editor, missionary.",1849,N/A,N/A,"Midwest, Peru, Chicago"
Fahl,Ferdinand Anthony,N/A,N/A,N/A,N/A,In the Amazon jungles.,1932,N/A,N/A,Pacific press,Mountain View,116 p.,N/A,N/A,N/A,N/A,Jockey.,Jockey.,1874,N/A,N/A,N/A
Ahl,John Meloy,N/A,N/A,N/A,N/A,Growing up with the West.,1930,N/A,N/A,"Longmans, Green",New York,515 p.,N/A,N/A,N/A,N/A,Physician in Massachusetts.,Physician.,1860,N/A,N/A,N/A
Spore,William D.,N/A,N/A,N/A,N/A,A peripatetic physician employed by a steamship line.,1937,N/A,N/A,Macmillan,New York,303 p.,N/A,N/A,N/A,N/A,Physician employed by a steamship line.,Physician.,N/A,N/A,N/A,N/A
Pottswood,Wilson Lee,N/A,N/A,N/A,N/A,A spiritual account by a Catholic.,1888,N/A,N/A,M. E. book room,Harrisburg,351 p.,N/A,N/A,N/A,N/A,College president and Union army soldier.,"College president, Union army soldier.",1822,1892,N/A,Minnesota
Standing Bear,Luther,N/A,N/A,N/A,N/A,"My people, the Sioux.",1928,N/A,N/A,Houghton Mifflin,New York,288 p.,N/A,N/A,N/A,N/A,"Methodist clergyman in Virginia, Maryland, and Pennsylvania.",Methodist clergyman.,1868,N/A,N/A,"Virginia, Maryland, Pennsylvania"
Stanley,David Sloane,N/A,N/A,N/A,N/A,Personal memoirs.,1916,N/A,N/A,Methodist book concern,New York,311 p.,N/A,N/A,N/A,N/A,Methodist missionary.,Methodist missionary.,1828,1902,N/A,N/A
Squier,Miles Powell,N/A,N/A,N/A,N/A,"The miscellaneous writings of Miles P. Squier, with an auto-biography.",n.d.,N/A,N/A,Press of R. L. Adams,Geneva,408 p.,N/A,N/A,N/A,N/A,Clergyman of the Universalist faith. This account closes with 1862 and deals largely with his service in the Confederate army.,Clergyman.,1792,1866,N/A,N/A
Stanley,Henry Morton,N/A,N/A,N/A,N/A,The autobiography.,1909,N/A,N/A,Houghton Mifflin,New York,551 p.,N/A,N/A,N/A,N/A,Presbyterian clergyman in New York (home mission worker).,Presbyterian clergyman.,1841,N/A,N/A,New York
Stanley,John,N/A,N/A,N/A,N/A,Twelve years of crime and criminals.,1903,N/A,N/A,F. J. Heer pr. co.,Columbus,261 p.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sffcedwell,Anson,N/A,N/A,N/A,N/A,Itiner- described by the title.,1915,1930,N/A,Free Methodist pub. house,N/A,339 p.,N/A,N/A,N/A,N/A,Free Methodist itinerant minister.,minister,1843,N/A,N/A,"Illinois, Iowa, Nebraska"
Steffens,Joseph Lincoln,N/A,N/A,N/A,N/A,The autobiography of Lincoln Steffens.,1936,N/A,N/A,"Harcourt, Brace",N.Y.,873 p.,N/A,N/A,N/A,N/A,This account deals mainly with her life in France.,"author, farmer, minister",1866,N/A,N/A,"Utah, England, Australia"
Steedman,Charles,N/A,N/A,N/A,N/A,"Memoir and correspondence of Charles Steedman, Rear Admiral, U.S. Navy, with his autobiography.",1901,N/A,N/A,E. Steiger,N.Y.,432 p.,N/A,N/A,N/A,N/A,His experiences included the siege at Vera Cruz and the war against the Southern states.,"Rear Admiral, U.S. Navy",1811,1890,N/A,N/A
Stein,Gertrude,N/A,N/A,N/A,N/A,The autobiography of Alice B. Toklas.,1933,N/A,N/A,"Harcourt, Brace",N.Y.,310 p.,N/A,N/A,N/A,N/A,This account deals mainly with her life in France.,"poet, novelist",1874,1946,N/A,N/A
Steele,Hiram R.,N/A,N/A,N/A,N/A,Reminiscences of a long life.,1927,N/A,N/A,priv. pr.,N.Y.,47 p.,N/A,N/A,N/A,N/A,Written by the well-known poet and novelist.,"school teacher, lawyer, judge",1842,N/A,Louisiana,Mississippi
Still,Andrew Taylor,N/A,N/A,N/A,N/A,"Autobiography of Andrew T. Still, with a history of the discovery and development of the science of osteopathy.",1897,N/A,N/A,pub. by the author,N/A,460 p.,N/A,N/A,N/A,N/A,"Covers 1875-1940: Indian raids; school teaching, banking.","merchant, founder of osteopathy",1828,1917,"York, York",Wilberforce Colony in Canada
Stewart,Theophilus Gould,N/A,N/A,N/A,N/A,Steward,N/A,N/A,N/A,N/A,N/A,209 p.,N/A,N/A,N/A,N/A,N/A,N/A,1843,N/A,N/A,N/A
Stilwell,Leander,N/A,N/A,N/A,N/A,"The story of a common soldier of army life in the Civil war, 1861 — 1865.",1870,N/A,2d. ed.,Franklin Hitchcock & Walden,"Erie, Kan.",396 p.,N/A,N/A,N/A,N/A,"The author labor in Ohio, Virginia, Kentucky, Pennsylvania, Indiana, and Illinois.",soldier,b. 1843,N/A,N/A,N/A
Stimson,Frederick Jesup,N/A,N/A,N/A,N/A,My United States.,1931,N/A,N/A,Scribner,N.Y.,478 p.,N/A,N/A,N/A,N/A,"Novelist, lawyer, Ambassador to Argentina.",N/A,b. 1855,N/A,N/A,N/A
Stimson,Hiram K.,N/A,N/A,N/A,N/A,From the stage coach to the pulpit.,N/A,N/A,N/A,R. A. Campbell,St. Louis,N/A,N/A,N/A,N/A,N/A,A military account of events in Nicaragua.,N/A,b. 1804,N/A,N/A,N/A
Stockton,William Jaspar,N/A,N/A,N/A,N/A,Life sketches.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,clergyman of the Christian Church,b. 1848,N/A,N/A,N/A
Stoddard,John Lawson,N/A,N/A,N/A,N/A,My caravan of years.,N/A,1945,N/A,Bloch,N.Y.,252 p.,N/A,N/A,N/A,N/A,The story of his conversion to Catholicism by a prominent lecturer.,N/A,b. 1850,N/A,N/A,N/A
Stoddart,James Henry,N/A,N/A,Hitchcock,Ripley,"Fifty years a journalist. Recollections, personal and literary.",1921,1929,N/A,Doubleday,"Garden City, N.Y.",371 p.,N/A,N/A,N/A,N/A,One of the founders of the Associated Press.,journalist,1827,1907,N/A,N/A
Stone,Richard,Strong,George W.,N/A,N/A,Life-incidents.,1874,N/A,N/A,Southwestern,St. Louis,352 p.,N/A,N/A,N/A,N/A,A New England school teacher leaves for Missouri about 1860 and cabinet member under Roosevelt.,"School teacher, ambassador to Turkey",1798,N/A,N/A,Missouri
Stone,William Alexis,N/A,N/A,N/A,N/A,The pie.,1928,N/A,N/A,Western Baptist pub. co.,"Kansas City, Mo.",141 p.,N/A,N/A,N/A,N/A,N/A,N/A,1846,N/A,N/A,N/A
Stonebraker,Joseph R.,N/A,N/A,N/A,N/A,A rebel of '61.,N/A,N/A,N/A,Wynkoop Hallenbeck,N.Y.,N/A,N/A,N/A,N/A,N/A,Confederate soldier.,Clergyman,N/A,N/A,N/A,Kansas
Strickland,Riley,N/A,N/A,N/A,N/A,Adventures of the A.E.L. soldier.,1899,1920,N/A,Von Boeckmann-Jones co.,Austin,338 p.,N/A,N/A,N/A,N/A,N/A,Confederate soldier.,N/A,N/A,N/A,N/A
Stonebraker,Mrs. Julia (Peaslee),N/A,N/A,N/A,N/A,A military account of the first World War.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Charles R. Green,N/A,N/A,N/A,Pioneer.,1833,N/A,N/A,N/A
Strieter,Johannes,N/A,N/A,N/A,N/A,Lebenslauf des Johannes Strieter.,1897,1904,N/A,Leutner,Cleveland,183 p.,N/A,N/A,N/A,N/A,"After spending her youthful years on a farm in Iowa, she was married to a homesteader in Kansas.",N/A,1829,N/A,Germany,N/A
Stong,Philip Duffield,N/A,N/A,N/A,N/A,If school keeps.,1940,N/A,N/A,Stokes,N.Y.,266 p.,N/A,N/A,N/A,N/A,"Teacher in Minnesota and Kansas; journalist, and novelist.","Teacher, Journalist, Novelist.",N/A,N/A,N/A,N/A
Story,Joseph,N/A,N/A,N/A,N/A,The miscellaneous writings of Joseph Story.,N/A,N/A,N/A,Little & Brown,Boston,N/A,N/A,N/A,N/A,N/A,"Lutheran clergyman, Ohio, Wisconsin and Illinois.",Clergyman.,1779,1845,N/A,N/A
Stringfellow,John S.,N/A,N/A,N/A,N/A,Hell! no!,1936,N/A,N/A,Meador,Boston,362 p.,N/A,N/A,N/A,N/A,Soldier in the first World War.,Soldier.,N/A,N/A,N/A,N/A
Sulzer,Robert Frederick,N/A,N/A,N/A,N/A,Planting the outposts.,1913,N/A,N/A,The Presbyterian board of publication and Sabbath school work,St. Louis,133 p.,N/A,N/A,N/A,N/A,A preacher goes to war during the Civil War.,"['clergyman', 'Superintendent of Sunday School']",1845,1906,N/A,Dakota
Sugimoto,Etsu (Inagaki),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ambrose press,wood,106 p.,N/A,N/A,N/A,N/A,Born in Japan; comes to the church in New England and becomes a university teacher.,['clergyman'],N/A,N/A,Japan,New England
Sullivan,John Lawrence,N/A,N/A,N/A,N/A,Life and reminiscences of a 19th century gladiator.,1892,N/A,N/A,Hearn,Boston,294 p.,N/A,N/A,N/A,N/A,A sociologist tells how he became interested in economic and social problems.,['N/A'],1858,1918,N/A,N/A
Sumner,William Graham,N/A,N/A,N/A,N/A,Earth hanger and other essays.,1914,N/A,N/A,Yale univ. press,New Haven,450 p.,N/A,N/A,N/A,N/A,A clergyman of the Christian Methodist min¬,['clergyman'],1840,N/A,Ireland,"Wyoming, New York, Massachusetts"
Sullivan,William Laurence,N/A,N/A,N/A,N/A,Under orders.,1944,N/A,N/A,R. R. Smith,N.Y.,200 p.,N/A,N/A,N/A,N/A,The autobiography of an American.,"['Catholic priest', 'Unitarian clergyman']",1872,1935,N/A,N/A
Symonds,Henry Clay,N/A,N/A,N/A,N/A,Memoir.,1888,N/A,N/A,WHi.,N.Y.,207,N/A,N/A,N/A,N/A,N/A,"['commissionary', 'trust companies']",N/A,1900,N/A,N/A
Talmage,Thomas DeWitt,N/A,N/A,N/A,N/A,Life sketches and experience in mission work.,1902,N/A,N/A,N.Y.: pr. at the Gilliss press,N.Y.,308,N/A,N/A,N/A,N/A,Clergyman's experiences and sketches.,"['clergyman', 'evangelist', 'lecturer']",1832,N/A,N/A,"['Oklahoma', 'Iowa']"
Tamagawa,Kathleen,N/A,N/A,N/A,N/A,Holy prayers in a horse’s ear.,1932,N/A,N/A,Ray Long & Smith,N.Y.,264,N/A,N/A,N/A,N/A,N/A,['N/A'],1893,N/A,N/A,N/A
Taft,Mrs. Helen (Herron),N/A,N/A,N/A,N/A,Recollections of full years.,1914,N/A,N/A,"Dodd, Mead & co.",N.Y.,395,N/A,N/A,N/A,N/A,A domestic account by the wife of William Howard Taft.,['N/A'],N/A,N/A,N/A,N/A
Tanner,Annie Clark,N/A,N/A,N/A,N/A,A Mormon mother.,1941,N/A,N/A,Deseret news press,Salt Lake City,294,N/A,N/A,N/A,N/A,Frontier account.,['church worker'],1864,N/A,N/A,Utah
Tate,Charles Spencer,N/A,N/A,N/A,N/A,An Australian who was a robber in California.,N/A,N/A,N/A,Chicago: Golden rule press,N.Y.,159,N/A,N/A,N/A,N/A,History of ten Baptist churches.,['Baptist clergyman'],1865,N/A,N/A,"Virginia, Kentucky"
Tapscott,Samuel Wallace,N/A,N/A,N/A,N/A,Backward glances.,1943,N/A,N/A,Booneville pr. co.,Booneville,218,N/A,N/A,N/A,N/A,N/A,"['teacher', 'justice of the peace', 'U.S. Naval officer']",1877,N/A,N/A,N/A
Talcott,James Frederick,N/A,N/A,N/A,N/A,Swift and still waters.,1943,N/A,N/A,N.Y.: pr. by the Alexander press,N.Y.,280,N/A,N/A,N/A,N/A,N/A,"['Farmer', 'newspaper publisher', 'owner of telephone company']",1866,N/A,Mississippi,N/A
Tarbeaux,Frank,N/A,N/A,Clarke,Donald H.,The autobiography of Frank Tarbeaux as told to Donald H. Clarke.,1930,N/A,N/A,Vanguard,N.Y.,286,YES,Donald H. Clarke,N/A,N/A,N/A,['manufac¬tur¬er'],1852,N/A,N/A,"['New York', 'New Jersey']"
Taylor,William Henry,N/A,N/A,N/A,N/A,The fastest bicycle rider in the world; the story of a Negro boy’s indomitable courage.,1908,1928,N/A,The Bell book & stationery co.,"Richmond, Va.",431 p.,N/A,N/A,N/A,N/A,Some experiences of a Confederate surgeon.,surgeon,1835,1917,N/A,N/A
Taylor,Nathaniel William,N/A,N/A,N/A,N/A,Life on a whaler.,1929,N/A,N/A,New London county historical soc.,New London,208 p.,N/A,N/A,N/A,N/A,His experiences on the whaler occurred in 1851-53.,whaler,1823,N/A,N/A,N/A
Teague,Charles Collins,N/A,N/A,N/A,N/A,Fifty years a rancher.,1944,N/A,N/A,Ward Ritchie,Los Angeles,199 p.,N/A,N/A,N/A,N/A,Experiences of a rancher in California.,rancher,1873,N/A,N/A,N/A
Taylor,Richard,N/A,N/A,N/A,N/A,Destruction and reconstruction: personal experiences of the late war.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,lieutenant-general in the Confederate army,1826,1879,N/A,N/A
Teale,Edwin Way,N/A,N/A,N/A,N/A,Dune boy; the early years of a naturalist.,1943,N/A,N/A,"Dodd, Mead & co.",N.Y.,255 p.,N/A,N/A,N/A,N/A,N/A,naturalist,1899,N/A,N/A,N/A
Taylor,William,N/A,N/A,N/A,N/A,The story of my life; an account of what I have thought and said and done in my ministry of more than fifty-three years in Christian lands and among the heathen.,1896,N/A,N/A,Hunt & Eaton,N.Y.,748 p.,N/A,N/A,N/A,N/A,N/A,bishop of the Methodist Episcopal Church for Africa,1821,1902,N/A,N/A
Taylor,William,N/A,N/A,N/A,N/A,Seven years street preaching in San Francisco.,N/A,N/A,N/A,N.Y.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1821,1902,N/A,N/A
Terrell,Mary,N/A,N/A,N/A,N/A,A colored woman in a white world.,1940,N/A,N/A,Ransdell,"Washington, D.C.",436 p.,N/A,N/A,N/A,N/A,"The author, an educator and lecturer, has been active in the public affairs and the advancement of the Negro race.","educator, lecturer",N/A,N/A,N/A,N/A
Thomas,John,Thompson,Wilson,N/A,N/A,Fifty years on the rail.,1912,1916,N/A,Knickerbocker press,N.Y.,191 p.,N/A,N/A,N/A,N/A,Singer of folk songs.,Railroad engineer.,1838,N/A,N/A,"Oregon, Washington and Montana."
Thomas,Joseph,N/A,N/A,N/A,N/A,"The life of the pilgrim, Joseph Thomas.",1817,1931,N/A,Harlow pub. co.,Winchester,117 p.,N/A,N/A,N/A,N/A,A mind that was different.,Professor of Business Administration.,1791,1835,N/A,N/A
